;coderesp;securityid;birthyearr;control1;control3;control3_txt;s11;polint;part;nonvote_01;nonvote_02;nonvote_03;nonvote_04;nonvote_05;nonvote_06;nonvote_07;nonvote_08;nonvote_09;nonvote_10;nonvote_98;party15;vote1;vote1a;vote1b;vote1c;importance1;reason1acc1;reason1acc1_01;reason1acc1_02;reason1acc1_03;reason2acc1;reason2acc1_01;reason2acc1_02;reason2acc1_03;reason2acc1_04;reason1den1;reason1den1_01;reason1den1_02;reason1den1_03;reason1den1_04;reason2den1;reason2den1_01;reason2den1_02;reason2den1_03;reason2den1_04;vote2;vote2a;vote2b;vote2c;importance2;reason1acc2;reason1acc2_01;reason1acc2_02;reason1acc2_03;reason2acc2;reason2acc2_01;reason2acc2_02;reason2acc2_03;reason1den2;reason1den2_01;reason1den2_02;reason1den2_03;reason1den2_04;reason2den2;reason2den2_01;reason2den2_02;reason2den2_03;reason2den2_04;trust_1;trust_2;trust_3;trust_4;trust_5;trust_7;trust_8;trust_9;trust_10;trust_21;trust_22;trust_25;trust_29;trust_31;trust_55;trust_63;lrsp;value2;value3;value6;value9;value12;value15;difficul1;dectime1;argu1_1;argu1_2;argu1_3;argu1_4;argu1_5;argu1_6;difficul2;dectime2;argu2_1;argu2_2;argu2_3;argu2_4;argu2_5;argu2_6;zusatz1a301125_1;zusatz1a301125_2;zusatz1a301125_3;zusatz1a301125_4;zusatz1a301125_5;zusatz2a301125_1;zusatz2a301125_2;zusatz2a301125_3;zusatz2a301125_4;zusatz2a301125_5;zusatz2a301125_6;zusatz2a301125_7;zusatz2a301125_8;zusatz2a301125_9;zusatz2a301125_10;zusatz2a301125_11;zusatz2a301125_12;zusatz2a301125_13;zusatz2a301125_14;zusatz3a301125_1;zusatz3a301125_2;zusatz3a301125_3;zusatz3a301125_4;online;mediause_1;mediause_3;mediause_4;mediause_5;mediause_6;mediause_7;mediause_8;mediause_9;mediause_10;mediause_11;mediause_13;mediause_14;mediause_15;mediause2_1;mediause2_2;mediause2_3;mediause2_4;mediause2_5;mediause2_6;mediause2_7;mediause2_8;mediause_12;mediause_2;discus;votewie;part2;partya;citizenrepa;originparents;confessd;confessr;cult;educ;acti;actiprev;s17jobposition;workload;s17sector;mainearner;educmain;actimain;income;incomeprecariat;habitat;gewvorl1;gewvorl2;unused;sprachreg3;agglo2020;grossreg;;;;;;
1355;10539;2.02511E+15;1994;;;;2;3;2;0;1;1;0;0;1;0;1;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;7;5;98;5;10;10;5;0;0;98;98;3;0;9;5;6;1;4;3;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;1;2;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;3;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;1;1;1;2;;99999998;32;1;99999998;12;10;8;2;32;3;7;3;1;1.853865236;1.854887251;0;1;2;6;;;;;;
1356;10540;2.02511E+15;1994;;;;2;3;2;0;0;0;1;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;0;5;5;0;0;5;98;6;6;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;3;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;2;98;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;16;1;2;8;;99999998;32;3;99999998;32;10;2;1;99999998;99999998;3;3;1;1.918879279;1.919937135;0;1;2;6;;;;;;
1357;10542;2.02511E+15;1997;;;;2;3;1;;;;;;;;;;;;17;1;4;99999998;99999998;6;Der Hauptgrund war der Gemeinwohlaspekt, denn ich halte es für wichtig, gesellschaftliches Engegment zu stärken und insbesondere jungen Menschen zu vermitteln, dass kollektives Handeln Verantwortung schafft und gesellschaftliche Veränderungen ermöglichen kann.;203;;;"Die langfristige Wirkung auf das gesellschaftliche zusammenleben, Chancen auf freiwilliges Engegment in bereichen wie Umwelt, Soziales und Gesellschaft sichtbarer und selbstverständlicher zu machen. Sie hätte dazu beitragen können, das die Gleichgültigkeit vieler Menschen verringert würde, da ich denke, das Bewusstsein für gemeinsame Verantwortung ist sehr schwach. Mir geht es überhaupt nicht um den militärischen Aspekt, ich weiss das viele nur das ""Militär"" mit dieser Initiative verbunden haben, wobei noch mehr dahinder wäre.";304;204;;;;;;;;;;;;;1;4;99999998;99999998;10;Klimagerechtigkeit nach dem Verursacherprinzip. Menschen mit hohem Einkommen, ob unfair oder nicht, verursachen im Durchschnitt deutlich höhere Emissionen und können eine grossen Beitrag zur Finanzierung des Klimaschutzes leisten. Und das ohne in ihrer Existenz eingeschränkt zu sein.;303;;;"Die soziale Ausgestaltung sowie langfristige Akzeptanz der Klimamassnahmen. In meinem Umfeld nehme ich wahr, dass die Klimapolitik häufig als finanzielle Bedrohung dargestellt wird. Es erzeugt Ängste und lenkt vom eigentlichen Problem, der fortschreitenden Umweltzerstörung, ab. Es hätte also dazu beigetragen die Angstbilder abzubauen und Verantwortung fair zu verteilen. Jedoch finde ich werden diese Initiativen auch immer mit diesen ""Schrecken"" vermittelt. Somit diese Resulate, die man schon im vorherein vermuten kann.";301;299;;;;;;;;;;;;3;3;6;1;3;6;6;6;5;0;6;0;7;7;5;4;4;3;2;6;3;4;2;2;8;1;8;1;8;4;3;1;1;1;1;2;3;4;3;2;98;4;4;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;2;4;2;3;1;0;4;5;0;2;1;2;0;0;3;1;0;3;2;1;0;3;1;1;3;0;0;3;2;5;18;2;2;1;2;1;33;3;99999998;33;22;2;2;33;3;7;1;1;0.995947863;0.653839566;0;1;1;6;;;;;;
1358;10543;2.02511E+15;2006;;;;2;3;1;;;;;;;;;;;;1;2;99999998;4;99999998;3;;;;;;;;;;Weil der Ansatz unnötig ist. In der Schweiz wird sonst schon viele Freiwillige arbeit geleistet.;601;;;;;999;;;;2;99999998;4;99999998;7;;;;;;;;;Würde den Wohlstand gefährden;200;;;;;999;;;;9;6;98;6;98;7;7;98;3;10;98;6;0;1;0;7;7;6;6;1;1;1;3;1;1;2;1;4;1;1;2;1;1;8;8;4;2;8;8;3;98;98;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;2;2;6;7;0;0;8;0;4;0;6;0;8;0;0;7;10;5;0;5;5;0;10;0;6;8;1;8;4;1;1;1;2;4;32;3;99999998;33;10;8;1;99999998;99999998;9;8;8;1.371412996;1.471031948;0;1;2;6;;;;;;
1359;10544;2.02511E+15;1982;;;;1;3;2;1;1;0;1;0;0;1;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;9;8;6;8;6;9;6;6;6;6;5;4;6;10;6;6;98;8;3;3;1;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;3;3;2;1;1;1;1;1;1;1;0;1;1;1;1;0;0;2;98;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;16;1;1;2;;99999998;60;3;99999998;33;10;8;1;99999998;99999998;5;2;1;1.658729504;1.659643943;0;1;2;6;;;;;;
1360;10550;2.02511E+15;1996;;;;2;2;1;;;;;;;;;;;;17;2;99999998;4;99999998;2;;;;;;;;;;Umsetzung fragwürdig;103;;;;;999;;;;2;99999998;4;99999998;1;;;;;;;;;Umsetzung nicht sinnvoll;103;;;;;999;;;;8;6;6;98;98;98;98;98;98;98;98;98;98;98;98;98;6;2;9;4;2;2;9;1;1;8;8;8;8;8;8;1;1;8;8;8;8;8;8;98;2;98;98;98;1;1;1;1;1;1;1;1;0;0;1;1;0;0;2;2;3;98;2;0;0;10;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;10;0;0;3;1;7;4;1;1;1;2;2;52;3;99999998;33;10;2;3;99999998;99999998;12;1;1;0.983831994;1.0552972;0;1;1;6;;;;;;
1361;10552;2.02511E+15;1990;;;;2;3;2;1;0;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;4;6;5;4;3;3;6;7;7;6;6;5;3;5;5;6;3;3;3;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;2;3;2;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;18;1;1;2;;99999998;21;3;99999998;33;23;1;1;99999998;99999998;1;2;1;1.675170243;1.676093746;0;1;2;6;;;;;;
1362;10555;2.02511E+15;1969;;;;2;1;1;;;;;;;;;;;;17;2;99999998;4;99999998;0;;;;;;;;;;Pflicht, keine Wahlfreiheit;599;;;;Kosten;301;;;;2;99999998;4;99999998;7;;;;;;;;;Falscher Ansatz, dass die Unternehmen so besteuert werden;103;;;;Abstimmungskampf;105;;;;9;7;5;10;8;9;7;5;7;7;0;8;9;7;1;5;5;5;3;1;1;1;4;1;1;2;3;4;1;3;2;1;1;3;4;3;1;2;2;3;3;3;2;2;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;1;2;3;4;0;3;0;0;0;10;0;6;0;0;0;4;98;98;5;98;9;8;98;8;0;0;4;1;10;4;1;1;1;2;4;32;3;99999998;32;10;1;3;99999998;99999998;98;1;2;0.785801307;0.842881635;0;1;1;6;;;;;;
1363;10556;2.02511E+15;1950;;;;2;2;1;;;;;;;;;;;;4;2;99999998;4;99999998;4;;;;;;;;;;Ist völlig unnötig.;103;;;;;999;;;;2;99999998;4;99999998;7;;;;;;;;;Klimawandel geht auch anders.;399;;;;;999;;;;7;5;5;4;4;7;3;4;3;5;0;2;3;5;0;5;8;5;4;2;3;3;3;2;2;3;3;3;2;3;2;2;2;4;4;3;2;1;2;4;2;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;4;4;0;2;4;1;4;5;2;0;0;1;4;1;5;3;0;0;5;2;0;0;1;3;1;10;4;1;1;1;2;5;32;7;3;32;10;2;3;99999998;99999998;7;2;2;1.089776272;1.168937233;0;1;1;6;;;;;;
1364;10561;2.02511E+15;1961;;;;2;3;2;0;0;0;0;0;0;0;1;0;0;0;9;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;8;8;5;5;5;7;6;7;8;5;6;3;7;9;6;6;4;2;2;4;2;4;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;1;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;9;1;2;1;5;4;52;1;99999998;12;22;1;2;60;1;15;1;2;2.440617335;2.439820888;0;1;1;4;;;;;;
1365;10564;2.02511E+15;1962;;;;2;2;1;;;;;;;;;;;;2;2;99999998;4;99999998;7;;;;;;;;;;Frauen leisten bereits genug unbezahlte Arbeit;503;;;;;999;;;;2;99999998;3;99999998;7;;;;;;;;;KMU / Firmen sollen nicht geschwächt werden;201;;;;;999;;;;8;7;8;9;7;98;8;5;7;6;8;7;8;9;3;8;2;2;2;3;2;2;2;1;1;3;8;3;2;8;2;1;1;3;2;2;8;3;1;2;3;3;3;3;1;1;1;0;1;0;0;0;1;0;1;0;0;0;4;2;1;98;2;5;2;7;1;2;5;3;5;9;5;9;7;5;0;98;3;1;98;8;3;8;3;5;3;1;8;2;1;1;1;1;4;32;1;99999998;11;22;1;2;51;7;7;2;1;0.887414461;0.844527435;0;1;1;4;;;;;;
1366;10565;2.02511E+15;1977;;;;2;2;1;;;;;;;;;;;;9;2;99999998;2;99999998;2;;;;;;;;;;Finde nicht, dass Frauen einen Einsatz leisten müssen;503;;;;;999;;;;2;99999998;4;99999998;5;;;;;;;;;Bin gegen Erbschaftssteuern, könnte Familienunternehmen ruinieren;203;;;;;999;;;;8;8;6;6;7;7;7;5;7;8;2;6;5;9;7;7;5;3;3;2;2;1;5;2;3;2;2;3;2;2;2;1;1;3;2;3;1;2;1;3;3;3;2;3;1;1;1;1;1;1;1;1;0;1;1;1;0;0;2;2;2;1;1;9;4;3;0;0;2;9;0;0;0;0;0;0;4;3;3;0;2;5;3;8;0;0;4;2;3;9;1;1;1;2;4;52;3;99999998;33;21;2;2;32;3;15;1;2;1.328198122;1.264008873;0;1;1;4;;;;;;
1367;10567;2.02511E+15;1979;;;;1;2;1;;;;;;;;;;;;3;1;4;99999998;99999998;8;Wir leben in 2025.... Es ist logisch.;201;;;In meine Augen hat es nur Vorteile.;102;;;;;;;;;;;;;;2;99999998;4;99999998;7;;;;;;;;;Es macht keinen Sinn. Die Schweiz ist zu klein, China zu gross.;399;;;;;999;;;;5;5;5;3;5;8;5;2;0;5;0;8;5;8;0;8;8;6;6;1;1;1;6;1;1;1;2;1;1;4;4;1;1;4;4;4;1;1;1;1;3;1;2;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;2;1;3;2;3;5;6;8;7;5;0;6;5;0;2;0;5;0;3;0;0;0;7;5;0;7;0;5;2;1;10;3;2;2;2;;99999998;52;1;99999998;31;10;1;3;99999998;99999998;15;1;2;0.412019522;0.309959918;0;1;1;6;;;;;;
1368;10568;2.02511E+15;1967;;;;1;2;2;0;0;0;0;0;0;1;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;6;3;5;8;4;6;5;3;7;5;6;1;8;7;4;3;2;1;2;3;1;5;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;4;2;2;4;1;1;1;1;0;0;0;0;1;0;1;0;0;0;2;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;2;1;1;2;;99999998;32;1;99999998;11;21;1;3;99999998;99999998;7;1;2;1.805588826;1.806584227;0;1;1;6;;;;;;
1369;10574;2.02511E+15;1966;;;;2;2;1;;;;;;;;;;;;2;2;99999998;4;99999998;3;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;3;;;;;;;;;;999;;;;;999;;;;5;4;3;4;5;5;3;5;3;3;0;4;3;7;0;5;5;5;3;3;3;4;2;8;2;3;3;8;2;8;2;2;2;4;4;3;2;1;2;2;3;2;2;4;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;2;2;1;2;3;0;2;2;1;0;2;1;0;0;2;0;0;0;0;0;0;0;4;0;4;0;0;4;1;10;4;1;1;1;2;2;33;3;99999998;33;21;2;2;40;3;15;1;2;0.764274667;0.819791307;0;1;1;6;;;;;;
1370;10576;2.02511E+15;2001;;;;1;3;2;0;1;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;5;2;5;6;5;7;2;5;5;5;5;5;0;5;5;4;5;3;2;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;3;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;1;1;1;1;2;2;32;3;99999998;32;10;2;;99999998;99999998;5;2;1;1.70141754;1.702355512;0;1;2;6;;;;;;
1371;10582;2.02511E+15;1981;;;;1;3;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;4;4;4;4;98;4;98;98;6;4;98;98;98;6;98;98;98;3;1;4;1;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;3;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;16;1;1;2;;99999998;32;3;99999998;33;10;2;1;99999998;99999998;9;2;1;1.658729504;1.659643943;0;1;2;6;;;;;;
1372;10585;2.02511E+15;2006;;;;1;3;1;;;;;;;;;;;;16;2;99999998;4;99999998;2;;;;;;;;;;;999;;;;;999;;;;3;99999998;99999998;4;2;;;;;;;;;;;;;;;;;;;8;7;4;5;5;7;8;8;5;5;98;4;7;9;6;8;6;2;5;3;1;1;2;2;2;3;3;4;2;3;3;2;2;2;2;2;8;3;2;1;3;4;3;2;0;1;1;1;1;0;0;1;0;0;1;0;0;0;2;2;2;1;1;4;4;10;4;1;2;0;3;1;2;2;0;0;4;5;5;0;1;8;2;10;0;4;4;1;9;16;1;1;1;2;2;33;3;99999998;33;10;1;1;99999998;99999998;11;1;1;0.13040869;0.135583684;0;1;3;6;;;;;;
1373;10587;2.02511E+15;1966;;;;1;3;1;;;;;;;;;;;;16;1;8;99999998;99999998;5;Im Notfall sollte man gerüstet sein.;502;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;5;;;;;;;;;Ich sehe nicht ein, was ein kleines Land wie die Schweiz zum Klimaschutz beitragen soll, wenn grosse Länder mit viel grösseren Emissionen sich nicht beteiligen.;399;;;;;999;;;;0;0;0;0;5;0;0;0;1;5;0;0;0;0;0;5;5;3;6;1;1;1;3;1;1;1;1;4;2;8;2;1;1;3;4;3;2;1;3;2;2;3;3;2;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;2;2;1;2;3;5;5;0;3;1;0;5;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;8;1;2;2;1;2;2;32;3;99999998;33;10;1;1;99999998;99999998;98;2;2;0.365020867;0.2746031;0;1;2;6;;;;;;
1374;10594;2.02511E+15;1972;;;;1;2;2;0;0;0;0;0;0;1;0;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;1;1;0;2;2;5;0;3;8;6;5;2;3;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;2;1;4;1;1;0;0;0;0;0;0;1;0;1;0;0;0;2;2;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;1;2;2;2;;99999998;32;3;99999998;33;10;1;;99999998;99999998;6;1;1;2.086432722;2.087582949;0;1;1;6;;;;;;
1375;10599;2.02511E+15;1973;;;;2;4;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;10;10;8;5;5;8;8;8;6;5;5;7;98;7;5;8;5;6;5;5;6;5;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;98;4;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;3;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;4;1;1;1;2;1;32;8;3;32;10;1;2;32;3;15;1;1;1.559339604;1.560199251;0;1;1;6;;;;;;
1376;10601;2.02511E+15;1990;;;;1;1;1;;;;;;;;;;;;4;2;99999998;2;99999998;2;;;;;;;;;;unklare Ausgangslage / Frauen in Pflicht, obwohl nicht faire Bedingungen im Berufsleben;503;;;;Kosten, wichtigere Themen;301;;;;2;99999998;4;99999998;0;;;;;;;;;völlig realitätsfremd, 50% abstrus hoch, am Ziel vorbeigeschossen;103;499;;;"wäre für schweizer Wirtschaft ein Genickbruch,  an dieser Stelle: Anzahl Unterschriften für Initiative muss dringend erhöht werden. Seit ich abstimmen darf ca. 80% praktisch sinnlose Initiativen, die mit teils verbichtenden Ergebnissen als Erfolge"" bezeichnet werden""";199;200;;;8;7;4;8;5;8;0;6;5;3;0;4;7;10;2;5;5;3;3;2;1;6;2;2;2;3;3;4;1;4;4;1;1;4;4;2;1;2;1;4;3;4;1;4;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;1;3;1;3;10;10;3;1;0;0;10;3;0;6;0;0;4;0;8;1;0;10;10;2;5;0;5;3;1;10;4;1;1;1;2;1;52;3;99999998;32;21;1;1;99999998;99999998;12;1;2;1.067720687;1.145279538;0;1;1;6;;;;;;
1377;10603;2.02511E+15;1962;;;;1;2;1;;;;;;;;;;;;4;1;4;99999998;99999998;7;Die Gemeinschaft fördern;203;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;8;;;;;;;;;Die Idee ist nicht praktikabel;103;;;;;999;;;;8;8;5;7;4;7;6;3;8;7;1;3;7;9;6;3;5;3;2;2;1;3;2;1;2;1;1;1;3;3;3;1;1;1;3;3;3;3;1;2;4;3;1;4;1;1;0;1;0;0;0;0;0;0;1;0;0;0;2;98;2;2;3;6;2;8;1;1;0;6;2;2;0;2;0;6;5;2;2;2;2;7;0;8;0;0;3;2;9;4;1;1;1;2;2;52;3;99999998;33;10;1;1;99999998;99999998;15;1;2;0.299279896;0.225146546;0;1;1;6;;;;;;
1378;10607;2.02511E+15;1997;;;;1;2;2;0;0;0;0;0;0;0;0;1;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;6;5;8;0;8;5;7;10;0;8;3;5;0;0;0;9;10;6;6;1;3;1;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;1;1;4;1;1;0;0;0;0;0;1;1;0;1;0;0;0;2;2;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;1;1;1;2;2;32;3;99999998;33;10;1;1;99999998;99999998;98;3;1;3.204429117;3.206195683;0;1;3;6;;;;;;
1379;10611;2.02511E+15;1972;;;;2;2;1;;;;;;;;;;;;2;2;99999998;4;99999998;1;;;;;;;;;;Bevor wir über die Wehrpflicht für Frauen oder die Einführung einer allgemeinen Wehrpflicht für Frauen sprechen, sollten wir zunächst die Lohngleichheit zwischen Frauen und Männern herstellen und dafür sorgen, dass Kindererziehung nicht nur Aufgabe der Frauen ist. Erst dann ist es angebracht, darüber zu diskutieren.;503;;;;;999;;;;2;99999998;2;99999998;5;;;;;;;;;Umweltprobleme sind ein wichtiges Thema, über das ständig gesprochen werden muss, aber die Finanzierung der Lösung dieser Probleme kann nicht allein den wohlhabenden Schichten aufgebürdet werden. Ein solcher Ansatz würde nur zu sozialen Konflikten führen.;299;;;;;999;;;;7;7;7;7;3;5;5;3;5;8;0;4;3;5;5;4;2;2;3;2;1;1;2;1;1;2;2;4;2;4;4;2;2;2;2;2;2;3;2;4;3;3;2;4;1;1;1;1;1;1;1;0;1;1;1;1;0;0;2;2;2;2;2;7;7;10;10;0;5;7;6;0;0;0;0;1;5;1;1;1;1;7;1;10;2;5;3;1;7;2;2;2;1;2;4;32;2;99999998;99999998;22;99999998;2;52;1;14;1;2;1.025594505;0.976029505;0;1;1;4;;;;;;
1380;10616;2.02511E+15;1957;;;;1;2;1;;;;;;;;;;;;3;2;99999998;4;99999998;5;;;;;;;;;;Frauen, die Kinder zur Welt bringen, leisten bereits einen grossen gesellschaftlichen Beitrag. Sie darüber hinaus zu verpflichten, macht für mich keinen Sinn.;503;;;;;999;;;;2;99999998;4;99999998;10;;;;;;;;;"Familienunternehmen könnten die Steuerzahlungen bei Annahme kaum aufbringen ohne die Firma zu liquidieren oder fremde Kapitalgeber zu finden. Ich halte es für eine grobe Fehleinschätzung, dass ""Reiche"" einfach Geld auf der Bank haben. Vielmehr handelt es sich um meist in Unternehmen gebundene Gelder, die Arbeitsplätze und Wohlstand für viele bedeuten.";203;;;;Da die allfälligen zusätzlichen Steuereinnahmen für den Klimaschutz gebunden wären, hätte dies im Falle von Wegzügen von Steuerpfichtigen, zum Entzug ungebundener Steuereinnahmen geführt, die dann an anderer Stelle gefehlt hätten.;402;202;;;8;8;6;6;6;6;1;6;2;6;0;6;1;8;0;6;6;1;6;1;6;5;4;1;1;2;3;4;2;3;3;1;1;4;2;4;1;2;1;3;3;4;2;3;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;2;2;2;3;8;5;10;0;0;0;5;0;2;0;0;0;5;5;2;0;0;2;8;0;10;0;0;4;1;10;3;2;2;2;;99999998;60;3;99999998;33;21;1;1;99999998;99999998;15;1;2;1.489099882;1.417134562;0;1;1;4;;;;;;
