"","CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","IMPORTANCE1","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON1ACC1_04","REASON1ACC1_05","REASON1ACC1_06","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON2ACC1_05","REASON2ACC1_06","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON1DEN1_04","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","REASON2DEN1_03","REASON2DEN1_04","REASON2DEN1_05","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_16","TRUST_23","TRUST_55","LRSP","VALUE1","VALUE3","VALUE5","VALUE8","VALUE10","VALUE11","VALUE13","VALUE17","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","UNUSED"
"684",11448,"20250209.71615.243",2004,"","","",2,2,2,"0","0","0","1","0","0","0","0","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,6,7,7,4,10,7,7,6,8,4,7,4,2,3,4,4,2,4,4,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,5,4,4,3,2,5,1,4,5,2,2,1,"98","3","4","","","","",3,5,"2","98","4","98","3","","","","","0","0","","","","","",2,"2","1","0",5,"5",0,3,0,"98","2",1,1,8,"","",33,6,"98","",10,"",4,"32","3",7,1,2,"1.1449679898279",0
"685",11449,"20250209.82215.243",1981,"","","",1,2,2,"0","1","0","0","0","1","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,9,5,4,98,8,5,98,98,98,98,98,0,6,3,5,6,4,5,2,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,3,3,1,1,1,5,1,5,5,3,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",5,"4",98,5,5,"6","1",1,2,2,"","",51,3,"","32",10,"1",1,"","",10,2,2,"1.23734760933305",0
"686",11450,"20250209.89046.243",1996,"","","",2,4,2,"1","0","0","0","0","0","0","1","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,7,7,3,7,7,6,3,6,5,6,6,5,7,6,2,3,3,3,2,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,2,2,1,2,2,98,2,3,2,2,5,2,"1","0","0","","","","",0,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",1,"1",0,0,0,"11","1",1,1,1,"1","1",51,3,"","32",21,"1",8,"","",10,1,1,"1.36589850748361",0
"687",11456,"20250209.89281.243",1981,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,9,5,5,7,9,9,7,7,6,7,7,1,6,6,5,2,6,6,5,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1,2,1,1,1,2,2,4,3,2,4,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"1",0,1,1,"11","3",1,1,1,"2","4",51,1,"","11",23,"1",2,"51","1",8,1,1,"1.02512747101641",0
"688",11461,"20250209.83469.243",1973,"","","",1,3,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,8,7,7,9,7,7,8,8,7,9,8,3,8,8,6,6,6,2,1,1,1,"1","1","3","3","3","2","1","3","2","7","1","8","1","1","8","8","8","0","7","5","0","5","8","5","4","8","5","4","5","8","4","8","5","2",10,5,5,1,1,2,5,5,5,5,5,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"8","1",1,1,1,"2","9",32,3,"","33",10,"1",1,"","",7,1,2,"1.11762680242973",0
"689",11472,"20250209.89425.243",1952,"","","",1,1,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","","999","","","","","999","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,6,6,6,6,1,1,3,"1","2","8","8","8","8","8","8","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","98","98","98","98","98","98","98","8","1",10,5,5,1,5,1,1,1,1,1,1,1,1,"5","0","0","","","","",5,0,"0","0","0","0","5","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"98","1",1,1,1,"1","1",32,7,"1","12",10,"1",1,"","",98,1,2,"1.05232245787107",0
"690",11473,"20250209.82956.243",1985,"","","",2,3,2,"0","0","0","1","0","0","0","0","0","0","0",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,5,5,5,7,9,8,9,9,8,9,8,1,5,3,3,4,6,3,4,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,5,5,5,5,4,4,5,5,5,4,4,4,"5","2","3","","","","",3,5,"1","5","1","4","4","","","","","1","1","","","","","",5,"1","2","0",5,"5",4,4,4,"98","3",1,2,1,"2","2",32,3,"","33",10,"1",2,"31","3",14,1,2,"1.04333201309743",0
"691",11474,"20250209.83259.243",1963,"","","",1,4,2,"0","0","0","0","0","0","0","0","0","1","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,1,0,1,2,1,2,1,1,1,3,0,6,6,2,6,6,6,1,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,1,1,1,1,1,1,1,1,3,1,2,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"9","18",1,1,2,"","",21,3,"","32",10,"1",1,"","",5,2,1,"1.9263414852979",0
"692",11475,"20250209.76693.243",1991,"","","",2,2,2,"0","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,7,5,7,98,9,5,6,98,98,8,6,0,4,1,3,4,1,1,9,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,4,1,1,3,1,4,1,4,3,4,5,5,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",0,"0",2,4,0,"11","2",1,1,2,"","",52,3,"","32",23,"2",3,"","",5,2,2,"1.59207594087278",0
"693",11476,"20250209.71685.243",1989,"","","",2,3,1,"","","","","","","","","","","",17,"2","","8","","6","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,8,9,3,5,8,8,8,8,9,8,7,98,5,4,3,9,2,8,2,9,3,"2","3","8","2","8","2","2","2","1","2","1","3","1","0","0","5","7","5","5","7","1","7","3","1","9","98","8","5","1","8","98","9","5","2",7,2,5,1,1,2,5,2,1,4,3,5,1,"0","98","98","","","","",0,2,"0","0","0","0","0","","","","","0","0","","","","","",98,"0","0","0",3,"98",0,0,0,"2","16",2,2,1,"2","6",32,3,"","32",21,"8",2,"52","3",98,2,2,"0.840113052425802",0
"694",11477,"20250209.71049.243",1981,"","","",2,8,1,"","","","","","","","","","","",17,"2","","4","","6","","","","","","","","","","","","","","","Zwangmassnahmen","405","","","","","999","","","","",8,7,5,6,5,6,6,6,6,6,6,6,3,5,4,3,8,4,4,4,8,3,"8","2","8","2","8","8","8","8","8","98","2","2","0","2","2","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","7","8","1",8,1,1,1,1,1,1,1,4,4,1,1,1,"0","0","0","","","","",0,0,"0","1","0","0","0","","","","","0","0","","","","","",0,"0","0","0",2,"2",0,2,0,"9","3",1,1,1,"1","4",32,3,"","32",22,"2",2,"40","3",10,2,2,"0.605199982154212",0
"695",11478,"20250209.74562.243",1963,"","","",1,2,1,"","","","","","","","","","","",1,"2","","4","","9","","","","","","","","","","","","","","","Da für mich hohe Kosten endstanden wären.","300","","","","","999","","","","",7,6,5,2,5,8,6,8,7,6,7,7,5,8,1,1,5,6,5,1,1,5,"1","1","2","2","2","2","2","2","3","4","5","4","6","0","4","4","6","0","7","6","0","5","0","4","5","4","5","5","5","5","5","5","4","1",10,1,1,1,1,1,5,1,5,4,4,1,1,"1","2","0","","","","",0,5,"0","0","0","0","0","","","","","0","0","","","","","",5,"2","0","0",2,"1",3,2,5,"8","1",1,1,2,"","",32,3,"","32",10,"2",1,"","",8,1,2,"0.805737940817636",0
"696",11480,"20250209.81341.243",1966,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","8","Sorge um unsere Zukunft","301","302","","","","","Wirbesitzen nicht alles, wir müssen Sorge tragen Vorwärts machen, bevor es zu spät ist Verantwortung für die Zukunft unserer Kinder","304","200","302","","","","","","","","","","","","","","",8,8,8,8,5,8,9,9,7,9,6,6,8,3,2,1,3,3,2,6,3,6,"1","1","2","1","1","2","3","2","2","5","8","9","9","8","5","2","0","5","0","0","0","0","0","2","98","98","3","98","98","8","3","9","4","1",9,5,2,1,3,1,2,1,3,4,2,1,1,"0","0","0","","","","",4,0,"0","0","0","1","0","","","","","0","0","","","","","",0,"0","0","0",4,"2",0,2,0,"9","2",1,1,1,"2","4",33,3,"","33",22,"2",2,"40","3",11,1,2,"0.695373512368382",0
"697",11481,"20250209.80978.243",1995,"","","",1,2,1,"","","","","","","","","","","",1,"2","","4","","4","","","","","","","","","","","","","","","","999","","","","","999","","","","",98,98,98,3,98,98,98,5,98,3,7,6,0,9,4,6,3,5,2,2,1,3,"1","1","2","3","3","3","4","2","3","4","0","0","2","0","0","0","0","0","0","2","0","0","0","0","2","0","2","1","1","1","0","5","5","1",10,1,2,1,1,1,4,1,3,4,1,4,1,"2","0","0","","","","",0,1,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",3,0,0,"98","1",1,2,2,"","",32,3,"","32",10,"1",1,"","",10,2,1,"0.829748379324704",0
"698",11482,"20250209.70724.243",1994,"","","",1,1,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","Die Schweiz ist zu klein.","201","","","","Selbstschaden. Wir sind nicht die Weltretter.","201","300","","","",7,7,5,5,7,10,10,3,7,1,6,0,0,9,3,6,5,6,6,1,4,1,"1","1","2","4","4","1","1","1","3","6","7","7","3","8","7","2","9","2","4","4","10","9","0","2","5","5","5","0","2","5","0","10","2","1",10,5,3,1,1,4,5,5,3,1,5,5,1,"0","5","0","","","","",0,5,"0","0","0","0","0","","","","","0","5","","","","","",5,"5","0","0",0,"0",0,2,0,"10","1",1,2,1,"5","4",52,3,"","32",10,"2",3,"","",15,1,1,"1.00279794190352",0
"699",11483,"20250209.85028.243",2001,"","","",2,3,2,"0","0","0","0","0","0","0","0","0","0","1",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,4,0,98,98,98,98,98,4,98,98,3,98,3,6,3,2,3,8,8,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,4,3,2,1,1,4,1,1,3,2,5,1,"0","2","0","","","","",98,2,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"98","16",1,2,2,"","",33,3,"","33",21,"3",4,"21","3",11,1,1,"1.80679797822205",0
"700",11484,"20250209.86044.243",2005,"","","",1,3,2,"0","0","0","0","0","0","0","0","0","0","1",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,0,0,5,5,5,5,5,5,5,5,5,5,4,4,2,3,3,3,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,1,1,1,1,1,1,1,1,1,1,5,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"11","16",1,2,1,"5","7",32,3,"","32",10,"1",1,"","",4,1,1,"2.52234873325912",0
"701",11486,"20250209.86884.243",1977,"","","",2,2,2,"0","0","0","1","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,7,8,7,5,8,7,8,8,8,8,8,5,8,8,9,6,9,9,1,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1,4,2,2,3,4,4,4,5,2,5,4,"","","","","","0","0",0,1,"","","","","","","0","0","0","","","","","","0","0",0,"","","",1,"",1,1,3,"2","16",2,2,2,"","",10,3,"","33",10,"3",3,"","",98,2,8,"0.492762021605847",0
"702",11494,"20250209.81074.243",1974,"","","",2,2,1,"","","","","","","","","","","",17,"2","","4","","7","","","","","","","","","","","","","","","unüberlegt, naiv, völlig unrealistisch innert 10 Jahren die gesamte Wirtschaft umzukrempeln","403","401","300","","krankhaftes Geltungsbedürfnis der Juso","106","","","","",2,5,1,8,2,10,5,5,2,2,2,2,0,4,3,4,3,2,3,5,8,6,"1","1","2","2","1","1","2","1","1","10","9","9","9","5","3","4","0","1","0","0","0","0","8","5","0","0","0","0","0","9","0","8","3","1",4,5,5,1,4,1,5,1,5,5,4,1,1,"4","0","5","","","","",5,5,"0","0","0","4","0","","","","","0","0","","","","","",5,"0","5","0",4,"4",0,4,4,"98","4",2,2,1,"5","9",32,3,"","33",21,"1",2,"51","7",98,2,2,"0.757881165555473",0
"703",11496,"20250209.71071.243",1989,"","","",1,2,1,"","","","","","","","","","","",4,"2","","2","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",7,7,5,5,5,8,7,7,5,5,7,5,3,6,4,4,4,4,4,3,3,3,"1","8","2","3","3","2","2","2","1","3","3","5","5","0","4","2","7","2","0","0","0","7","9","2","3","7","8","3","1","6","2","9","3","1",7,4,1,2,2,1,4,1,4,3,2,4,4,"1","0","0","","","","",4,0,"0","3","0","1","0","","","","","0","0","","","","","",3,"0","0","0",1,"1",0,2,0,"98","4",1,1,1,"2","2",51,3,"","32",10,"2",1,"","",10,1,2,"0.818422680115488",0
"704",11497,"20250209.79575.243",1967,"","","",1,2,2,"0","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,7,7,5,6,8,6,5,7,6,7,6,3,2,3,1,3,2,1,3,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,1,3,1,1,3,2,1,5,3,3,5,5,"0","0","0","","","","",0,3,"0","0","1","0","0","","","","","2","3","","","","","",3,"0","0","0",2,"2",0,5,0,"8","2",2,2,2,"","",32,3,"","31",10,"1",8,"","",9,1,1,"2.57171921701763",0
"705",11498,"20250209.74714.243",1946,"","","",2,1,1,"","","","","","","","","","","",3,"2","","4","","8","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,5,6,5,5,6,6,2,6,3,7,5,1,6,4,6,5,5,3,2,2,4,"1","1","3","3","3","2","2","2","3","5","4","4","2","5","5","0","2","3","1","0","0","1","3","3","5","3","3","3","5","5","5","5","3","1",9,5,4,3,4,2,5,2,5,5,5,4,2,"5","0","5","","","","",1,4,"0","0","0","5","0","","","","","0","0","","","","","",5,"0","5","0",0,"0",5,5,0,"98","3",1,1,1,"2","2",31,3,"","33",21,"1",3,"","",98,1,2,"1.01216019227739",0
"706",11500,"20250209.71968.243",1950,"","","",1,2,2,"0","0","0","0","0","0","0","1","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,8,4,3,4,3,8,6,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,5,5,98,1,1,5,1,5,5,5,5,1,"0","0","0","","","","",5,3,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",5,"5",0,5,3,"98","16",1,1,1,"1","4",32,7,"3","32",10,"1",8,"","",5,2,2,"2.18021830468153",0
"707",11504,"20250209.71961.243",1992,"","","",3,3,2,"0","0","0","0","0","0","0","1","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,4,5,0,5,4,5,7,6,0,10,7,2,98,4,3,8,6,1,6,1,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,4,4,1,3,4,3,3,3,4,5,4,"0","0","3","","","","",0,4,"0","0","0","2","1","","","","","1","0","","","","","",3,"0","0","0",3,"1",1,2,4,"2","18",1,1,2,"","",32,3,"","33",10,"1",1,"","",98,3,1,"1.54090053899604",0
"708",11509,"20250209.85736.243",1977,"","","",2,3,2,"0","0","0","0","0","0","0","0","0","0","1",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,2,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,1,3,1,1,1,2,1,5,4,4,5,1,"0","0","0","","","","",0,3,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",3,"3",3,3,3,"9","2",1,1,2,"","",32,1,"","12",23,"1",2,"51","3",9,1,2,"1.19362798512894",0
"709",11510,"20250209.76362.243",1975,"","","",1,3,2,"0","0","0","0","0","0","0","1","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,5,5,98,8,8,98,98,5,5,98,0,5,4,3,3,4,5,2,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,5,1,1,1,1,5,1,5,1,1,4,1,"5","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",4,"0","0","0",0,"0",0,5,0,"6","3",1,1,2,"","",32,3,"","33",10,"1",1,"","",8,2,2,"1.14137787021476",0
"710",11512,"20250209.75176.243",1978,"","","",2,3,1,"","","","","","","","","","","",17,"2","","4","","5","","","","","","","","","","","","","","","Zu hohe Kosten, wenig Support","300","","","","","999","","","","",5,5,6,4,5,5,7,8,8,5,8,4,1,6,4,3,4,5,5,5,2,5,"8","1","2","2","2","3","3","2","2","5","5","5","6","4","5","5","1","2","5","6","1","1","2","1","1","1","1","1","1","2","1","6","3","1",3,1,5,3,1,1,4,2,4,4,4,2,2,"1","0","5","","","","",2,4,"0","1","0","0","0","","","","","0","0","","","","","",3,"0","0","0",3,"3",3,1,4,"2","1",1,1,1,"1","2",31,3,"","33",23,"2",2,"31","1",98,2,2,"0.802843513675079",0
"711",11513,"20250209.84468.243",2005,"","","",2,3,1,"","","","","","","","","","","",3,"2","","4","","3","","","","","","","","","","","","","","","Spielt keine rolle, da wir die Unwelt so oder so zu stark belasten.","100","","","","","999","","","","",7,7,5,2,5,6,5,5,5,5,8,5,0,5,8,4,6,3,2,4,4,5,"2","1","1","2","3","3","2","1","8","0","0","0","0","0","0","1","6","0","0","0","4","0","4","0","5","5","1","5","2","2","1","8","5","1",7,1,1,1,1,1,1,1,2,1,1,5,1,"0","0","1","","","","",0,0,"0","1","0","0","0","","","","","0","0","","","","","",0,"0","2","0",0,"0",0,2,1,"11","3",1,1,2,"","",21,9,"6","",10,"",8,"","",98,1,8,"0.966824151821387",0
"712",11514,"20250209.71758.243",1998,"","","",1,3,1,"","","","","","","","","","","",99,"8","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,10,98,98,5,6,9,9,3,8,6,1,6,"8","1","8","8","8","8","8","8","3","4","0","0","8","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","9","4","1",98,1,2,1,1,1,1,1,1,2,1,1,1,"0","0","0","","","","",0,1,"0","0","0","0","1","","","","","0","0","","","","","",1,"0","0","0",0,"0",0,0,0,"","18",1,1,1,"1","2",32,2,"","",10,"",3,"","",3,3,1,"0.621802086901285",0
"713",11516,"20250209.74202.243",1982,"","","",2,2,1,"","","","","","","","","","","",1,"2","","4","","10","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,6,6,1,98,5,6,98,98,98,10,98,0,8,6,3,6,6,8,1,1,3,"1","1","2","1","2","3","2","1","2","1","4","5","5","3","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","7","2","1",10,1,2,2,1,1,3,1,5,5,1,4,1,"5","0","0","","","","",0,1,"0","1","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"3",5,0,5,"9","1",1,1,2,"","",32,3,"","33",10,"1",2,"32","3",14,1,1,"0.649202885426495",0
"714",11518,"20250209.80984.243",1952,"","","",1,2,1,"","","","","","","","","","","",12,"2","","4","","5","","","","","","","","","","","","","","","Zu Extrem","401","","","","","999","","","","",7,6,5,6,6,8,6,4,5,3,6,5,3,7,3,6,5,6,9,3,2,9,"1","1","3","2","4","1","1","2","3","7","2","6","2","7","2","0","7","6","5","0","0","0","0","6","0","1","4","0","0","6","1","4","4","1",8,4,3,1,4,1,2,1,3,4,4,2,2,"0","0","0","","","","",5,2,"0","0","0","5","0","","","","","0","0","","","","","",2,"0","0","0",4,"4",4,3,1,"98","12",1,1,1,"5","6",32,7,"3","32",10,"1",1,"","",5,2,1,"1.02415668108424",0
"715",11520,"20250209.83207.243",1968,"","","",1,2,1,"","","","","","","","","","","",4,"2","","2","","8","","","","","","","","","","","","","","","Müssen weiterhin umweltfreundliche Lösungen finden aber durch Anreize, Forschung und nicht Verbote, Uberregulierung","405","","","","","999","","","","",9,9,1,1,7,9,5,1,5,5,2,2,2,6,1,3,5,5,5,1,4,2,"1","2","1","4","2","3","2","2","2","7","4","7","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","8","0","8","3","1",9,1,1,1,2,5,4,5,2,4,4,3,1,"0","2","0","","","","",0,0,"0","0","0","0","0","","","","","2","5","","","","","",0,"3","0","0",3,"4",0,0,0,"7","4",2,2,1,"2","2",52,3,"","31",10,"1",1,"","",15,1,2,"0.73883570855165",0
"716",11522,"20250209.81422.243",2001,"","","",1,4,2,"0","0","0","0","0","0","0","1","0","0","0",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,98,8,4,98,9,8,8,98,1,9,10,0,8,1,6,6,1,6,1,6,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1,2,1,1,3,2,5,1,1,1,4,1,"0","1","0","","","","",0,1,"0","0","0","0","0","","","","","0","3","","","","","",1,"0","0","0",0,"0",0,0,0,"11","3",2,2,2,"","",52,3,"","33",10,"1",4,"52","3",15,1,8,"1.60544906750737",0
"717",11525,"20250209.83574.243",1976,"","","",1,2,2,"0","0","0","0","0","0","1","0","0","0","0",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,9,5,7,5,10,8,5,5,9,7,7,7,5,3,3,4,3,8,6,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,4,2,1,3,5,5,5,2,2,4,2,5,"0","1","0","","","","",0,0,"0","0","1","0","0","","","","","1","3","","","","","",0,"2","0","0",0,"0",0,2,0,"6","4",2,2,1,"1","4",60,1,"","12",22,"3",1,"","",8,1,2,"1.11114655186066",0
"718",11526,"20250209.72857.243",1974,"","","",2,2,1,"","","","","","","","","","","",6,"1","4","","","8","Umwelltschutz muss im Grossen stattfinden","300","","","","","","","999","","","","","","","","","","","","","","","","",7,7,6,3,2,4,6,8,8,8,6,98,98,3,4,1,9,4,3,6,2,2,"2","1","1","1","1","1","2","2","2","7","6","4","9","0","0","0","0","0","0","0","0","0","7","0","4","2","5","98","3","8","5","9","4","1",9,5,1,2,3,1,1,1,4,3,1,1,1,"0","0","5","","","","",5,0,"0","0","98","0","0","","","","","0","0","","","","","",0,"98","98","98",2,"0",0,98,0,"98","5",1,1,1,"1","4",51,1,"","12",21,"1",2,"52","3",14,1,2,"1.07973370475117",0
"719",11527,"20250209.83435.243",1961,"","","",2,2,2,"0","0","0","0","0","0","0","1","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,2,98,98,5,5,5,98,5,5,5,5,5,8,3,9,8,9,6,9,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1,1,1,1,1,2,1,2,3,3,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"98","18",2,2,2,"","",97,3,"","98",22,"3",1,"","",4,2,1,"1.56017418747292",0
"720",11528,"20250209.70957.243",2001,"","","",2,2,1,"","","","","","","","","","","",5,"1","4","","","7","Ich finde es wichtig, der Umwelt zu sorgen","300","","","","","","","999","","","","","","","","","","","","","","","","",5,6,5,4,3,7,5,5,5,7,5,7,5,2,8,3,3,1,8,8,8,8,"1","2","2","2","1","3","3","3","3","3","5","5","8","5","0","0","5","2","5","3","6","7","0","3","5","5","5","5","5","5","5","6","4","1",8,2,2,2,2,2,3,2,1,3,1,4,1,"0","2","2","","","","",0,0,"0","0","2","0","0","","","","","0","0","","","","","",0,"2","2","0",0,"0",1,0,0,"11","5",1,1,2,"","",33,6,"6","",10,"",4,"52","3",13,2,1,"1.23253933476197",0
"721",11529,"20250209.78936.243",1972,"","","",2,3,1,"","","","","","","","","","","",2,"1","2","","","5","Ich war nicht mit allem einverstanden, da es mir zu weitging, wollte aber ein Zeichen für die Umwelt setzen. Ich wat überzeugt, dass die Vorlage abgelehnt wird","107","300","106","","","","","999","","","","","","","","","","","","","","","","",7,6,98,5,98,6,5,98,98,8,98,6,98,2,3,3,8,5,2,6,8,8,"1","2","1","2","2","8","3","8","3","5","0","0","10","0","0","5","5","0","0","0","0","8","0","0","5","98","98","0","2","6","2","8","5","1",10,1,1,1,1,1,5,1,5,3,1,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"0",1,4,3,"8","2",1,1,1,"2","4",31,3,"","33",23,"1",4,"52","7",98,8,1,"0.908858852850325",0
