"","CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","IMPORTANCE1","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON1ACC1_04","REASON1ACC1_05","REASON1ACC1_06","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON2ACC1_05","REASON2ACC1_06","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON1DEN1_04","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","REASON2DEN1_03","REASON2DEN1_04","REASON2DEN1_05","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_16","TRUST_23","TRUST_55","LRSP","VALUE1","VALUE3","VALUE5","VALUE8","VALUE10","VALUE11","VALUE13","VALUE17","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","UNUSED"
"646",11370,"20250209.74074.243",1965,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","10","Umweltschutz und Vorbildfunktion Schweiz in Klimathemen","300","401","305","","","","Natürliche Lebensgrundlage langfristig sichern, z.B. Biodiversität nu so viele Ressourcen brauchen wie nötig","303","301","","","","","","","","","","","","","","","",7,6,5,4,1,10,4,5,4,10,5,8,9,2,1,1,8,2,2,6,8,3,"1","1","1","1","1","2","3","2","3","7","7","8","1","6","2","5","7","6","1","3","0","0","0","1","8","2","9","5","0","5","2","9","2","1",9,5,2,2,1,1,2,1,3,5,1,1,1,"0","1","1","","","","",5,1,"0","0","1","2","0","","","","","0","0","","","","","",1,"1","1","3",1,"4",0,0,0,"98","2",1,1,1,"1","2",52,3,"","33",21,"2",3,"","",10,1,2,"0.468680612264472",0
"647",11373,"20250209.79403.243",1967,"","","",1,3,2,"0","0","0","1","0","0","0","0","0","0","0",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,3,4,2,6,7,7,5,4,3,6,7,0,3,2,5,5,4,9,4,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,1,3,1,1,1,4,1,5,4,3,5,2,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","98","98","","","","","",2,"0","0","0",2,"3",0,5,3,"10","3",2,2,2,"","",51,3,"","32",10,"1",8,"","",12,1,1,"2.58304042089397",0
"648",11377,"20250209.89734.243",1983,"","","",1,3,2,"0","0","0","0","0","0","0","1","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,4,6,5,5,4,5,5,6,5,6,4,3,3,4,2,3,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,2,3,1,2,1,3,2,2,2,2,5,2,"1","0","0","","","","",0,2,"0","0","0","0","0","","","","","0","0","","","","","",2,"0","0","0",1,"0",1,1,1,"11","1",1,1,1,"1","2",32,3,"","32",10,"1",8,"","",5,2,1,"1.77369965478931",0
"649",11378,"20250209.88773.243",1982,"","","",1,2,1,"","","","","","","","","","","",6,"2","","4","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,7,7,5,5,5,7,6,6,4,8,4,2,7,2,2,4,5,4,6,1,2,"1","1","2","2","3","2","2","2","3","8","0","0","7","0","4","0","6","6","0","0","0","0","0","0","3","3","3","0","0","7","3","10","4","1",10,5,1,1,1,1,5,1,1,5,1,2,1,"0","0","5","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"1",0,0,0,"98","6",1,1,1,"1","2",21,3,"","33",21,"2",1,"","",5,2,2,"0.652851840633673",0
"650",11380,"20250209.82466.243",1975,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","7","","999","","","","","","","999","","","","","","","","","","","","","","","","",5,6,9,3,3,7,6,9,3,10,0,10,9,1,1,1,8,1,1,6,6,6,"1","1","2","1","2","3","3","3","3","5","1","1","2","1","2","5","5","2","2","1","7","8","2","6","5","8","8","5","8","5","8","5","3","1",10,5,1,5,1,1,5,2,1,3,2,5,4,"0","0","5","","","","",0,0,"0","5","0","0","0","","","","","0","0","","","","","",0,"0","5","5",0,"4",0,0,0,"3","2",1,1,2,"","",31,3,"","33",22,"2",2,"52","3",7,1,1,"0.519794846568272",0
"651",11381,"20250209.70583.243",1968,"","","",1,2,1,"","","","","","","","","","","",6,"1","4","","","10","","999","","","","","","","999","","","","","","","","","","","","","","","","",7,7,7,5,3,8,7,3,5,6,6,5,5,5,2,3,4,3,2,6,2,2,"1","1","2","1","1","2","2","3","1","7","7","7","10","0","0","0","4","5","0","4","5","0","7","0","5","5","5","2","5","7","6","9","3","1",10,1,1,1,4,1,5,1,1,3,3,4,2,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"1",0,0,0,"6","6",1,1,1,"1","6",60,3,"","31",10,"3",1,"","",11,1,2,"0.666523602473363",0
"652",11383,"20250209.79809.243",2003,"","","",1,1,1,"","","","","","","","","","","",5,"1","4","","","7","","999","","","","","","","999","","","","","","","","","","","","","","","","",8,8,7,8,5,10,8,7,5,9,6,8,5,2,3,2,3,3,2,6,4,3,"1","2","1","1","2","3","3","1","3","10","0","0","7","0","0","0","5","0","0","0","0","0","5","0","4","0","0","0","3","8","0","9","3","1",10,1,1,2,3,1,5,3,1,1,3,1,4,"0","0","5","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","5","0",0,"0",0,0,0,"6","5",1,1,1,"1","2",21,4,"","",10,"",4,"60","1",15,1,2,"1.52725423015552",0
"653",11387,"20250209.76773.243",2003,"","","",3,2,1,"","","","","","","","","","","",2,"1","4","","","7","Grosse Angst vor Folgen des Klimawandels","305","","","","","","","999","","","","","","","","","","","","","","","","",8,8,5,7,5,9,8,5,5,8,4,7,6,2,1,1,3,2,1,3,4,6,"2","1","2","1","1","3","3","3","1","3","2","3","7","2","0","0","1","1","0","0","6","6","10","1","4","0","4","1","2","8","1","10","4","1",10,1,1,1,3,1,5,2,2,3,4,5,1,"0","1","0","","","","",0,0,"0","0","0","1","0","","","","","0","0","","","","","",0,"0","0","0",0,"1",0,1,0,"6","2",1,1,1,"1","1",33,6,"9","",10,"",4,"51","3",10,1,2,"0.714721464600289",0
"654",11389,"20250209.73587.243",1983,"","","",1,2,1,"","","","","","","","","","","",9,"1","4","","","8","Umwelt und Verantwortung","300","304","306","","","","Förderung der Innovation und Nachaltigkeit","402","","","","","","","","","","","","","","","","",9,9,5,6,7,10,9,2,6,4,0,2,4,3,1,3,3,1,5,6,6,1,"2","1","1","4","2","4","3","4","2","10","3","0","10","0","5","0","6","0","0","0","0","0","0","0","3","2","3","2","2","8","0","10","4","1",10,4,4,1,4,3,5,3,3,4,2,4,1,"0","2","1","","","","",0,3,"0","0","5","0","1","","","","","1","1","","","","","",0,"0","0","0",1,"0",0,1,0,"98","9",1,1,1,"2","1",52,3,"","32",10,"1",8,"","",11,1,1,"0.470805092796328",0
"655",11390,"20250209.75843.243",1981,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,8,5,7,8,9,9,8,8,7,7,7,5,5,2,2,6,1,3,5,2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,4,1,4,2,1,3,1,5,2,3,5,1,"0","0","0","","","","",3,0,"0","0","0","1","0","","","","","0","0","","","","","",0,"0","0","0",1,"1",0,0,5,"8","9",1,1,2,"","",33,3,"","33",23,"2",2,"52","3",14,1,2,"1.58599419636344",0
"656",11392,"20250209.87112.243",1997,"","","",2,2,2,"0","0","0","1","0","0","0","0","0","0","0",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,98,6,5,98,6,6,6,6,6,7,7,5,3,3,2,9,4,2,4,9,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,3,2,98,1,1,4,1,3,3,2,5,2,"0","1","1","","","","",1,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"1","0","0",1,"1",1,1,1,"11","6",1,1,1,"1","6",52,1,"","12",10,"1",2,"40","3",8,1,1,"2.02829483599343",0
"657",11393,"20250209.72911.243",1965,"","","",1,3,1,"","","","","","","","","","","",1,"2","","2","","3","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,4,4,5,7,5,6,6,7,2,4,1,1,7,5,5,4,5,5,3,1,5,"1","2","3","2","4","2","1","2","3","7","2","7","7","5","6","4","6","4","6","5","4","2","7","4","3","3","4","3","2","6","4","7","2","1",10,5,3,4,3,4,4,5,3,5,4,2,2,"5","2","2","","","","",5,4,"3","1","1","4","4","","","","","1","3","","","","","",4,"3","3","0",3,"2",4,0,0,"6","1",1,1,1,"2","5",51,3,"","32",10,"1",1,"","",9,2,2,"0.691316440220818",0
"658",11394,"20250209.79448.243",1972,"","","",2,4,1,"","","","","","","","","","","",99,"2","","4","","0","","","","","","","","","","","","","","","neue vorschriften und verbote, Produkte verteuern","405","","","","","999","","","","",7,4,3,0,98,98,4,4,8,98,6,4,0,98,3,3,5,3,5,2,2,4,"8","3","8","2","3","8","2","1","4","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","6","7","98","10","5","1",6,5,5,1,1,1,5,1,5,3,1,5,1,"5","0","0","","","","",5,5,"0","0","0","0","0","","","","","0","0","","","","","",5,"0","0","0",1,"0",0,5,5,"6","16",1,1,1,"2","5",32,3,"","33",21,"2",2,"32","3",8,3,2,"0.724550779471092",0
"659",11395,"20250209.74637.243",1992,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,8,8,8,8,5,8,6,7,8,10,6,98,4,2,3,2,4,3,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,2,2,2,1,1,1,1,5,2,5,1,1,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",1,"",1,2,2,"8","16",1,1,2,"","",52,5,"3","33",22,"2",2,"52","3",8,1,2,"0.98481370992503",0
"660",11397,"20250209.83419.243",1950,"","","",1,1,1,"","","","","","","","","","","",4,"2","","4","","8","","","","","","","","","","","","","","","Das vorgesehene Tempo der Initiative war zu streng!","406","","","","Das gegenwärtige Bestreben des Bundes in dieser Hinsicht passt mit meinen Überlegungen überein.","200","","","","",8,8,5,8,5,5,8,8,5,7,4,4,1,6,1,6,6,1,6,6,1,2,"1","1","1","1","2","2","2","3","2","8","98","8","8","98","5","8","5","9","98","98","3","98","98","5","2","5","6","5","6","5","2","9","4","1",10,5,2,3,2,3,3,1,5,5,3,4,2,"0","0","0","","","","",0,2,"0","2","0","0","1","","","","","0","0","","","","","",1,"0","0","0",5,"4",0,5,0,"98","16",1,1,1,"2","6",32,7,"3","32",10,"2",1,"","",4,2,2,"0.715789133613254",0
"661",11399,"20250209.78736.243",1970,"","","",1,2,1,"","","","","","","","","","","",1,"2","","4","","0","","","","","","","","","","","","","","","Wirtschaft Schweiz","300","","","","zerstörung des wohlstandes, bevormundung, verbote","304","405","","","",6,7,7,5,6,7,6,5,7,2,8,5,0,9,9,9,9,9,3,3,1,3,"1","1","3","3","3","8","1","1","3","5","4","7","6","6","5","4","7","7","3","8","2","4","0","1","4","4","4","3","3","5","5","5","2","1",10,3,2,2,2,2,2,1,5,5,5,4,3,"1","0","0","","","","",1,1,"0","1","0","0","1","","","","","1","1","","","","","",0,"0","0","0",5,"2",3,4,4,"9","1",1,1,1,"2","2",32,1,"","12",10,"1",2,"97","3",10,1,2,"0.89161926444013",0
"662",11400,"20250209.86338.243",2001,"","","",1,2,1,"","","","","","","","","","","",1,"2","","4","","10","","","","","","","","","","","","","","","Zu extrem","401","","","","","999","","","","",7,7,7,6,8,7,7,6,7,4,10,5,0,8,3,5,5,3,5,4,3,6,"1","1","4","2","4","4","1","2","2","5","3","4","0","1","4","6","5","6","3","2","3","1","0","1","0","1","4","4","0","5","4","8","4","1",9,4,2,1,1,1,3,1,4,3,3,5,1,"1","0","0","","","","",3,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",2,"2",1,2,3,"11","1",1,1,1,"2","4",32,3,"","32",10,"1",1,"","",4,1,7,"1.09126177351497",0
"663",11403,"20250209.75484.243",1996,"","","",1,3,2,"0","0","0","0","0","0","0","1","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,7,5,1,3,5,98,98,98,5,6,7,0,4,2,3,9,3,9,9,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,2,1,1,1,2,1,4,1,1,5,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",0,"0",0,3,3,"8","18",1,1,2,"","",32,3,"","32",10,"1",8,"","",5,2,1,"1.71004748711102",0
"664",11404,"20250209.72672.243",2001,"","","",1,1,1,"","","","","","","","","","","",2,"1","4","","","3","Solidarisches Ja, fand die Initiative nicht ausgearbeitet","100","","","","","","Wichtiges Thema, Aufmerksamkeit","200","","","","","","","","","","","","","","","","",6,8,6,9,5,10,8,9,4,9,3,10,7,2,1,2,3,1,1,6,6,3,"1","2","1","1","1","1","2","2","1","0","0","0","0","0","0","0","10","0","0","0","3","0","10","0","5","7","7","5","5","10","4","10","2","1",10,4,2,4,3,1,4,3,2,4,3,3,2,"0","2","0","","","","",3,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"3","0","0",1,"0",0,1,0,"98","2",1,1,2,"","",33,6,"4","",10,"",1,"","",1,1,7,"1.25421123348221",0
"665",11408,"20250209.74911.243",1968,"","","",1,2,1,"","","","","","","","","","","",5,"1","4","","","8","Klimawandel bekämpfen","305","","","","","","","999","","","","","","","","","","","","","","","","",5,3,4,8,4,10,6,6,5,8,1,4,8,4,3,1,3,3,3,6,4,1,"1","1","2","1","2","3","3","3","2","7","0","0","8","0","1","2","7","3","2","3","0","0","0","0","5","0","0","0","1","8","0","7","2","1",10,5,2,4,1,1,4,1,2,1,2,1,98,"0","0","0","","","","",4,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","1",0,"0",0,1,0,"98","5",1,1,1,"2","4",60,3,"","33",21,"2",1,"","",9,1,2,"1.37019567370116",0
"666",11409,"20250209.89144.243",1958,"","","",2,3,2,"0","0","0","0","0","1","0","0","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,4,5,5,5,5,98,5,98,4,3,5,98,2,2,3,1,6,1,1,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,2,2,1,3,3,1,1,1,3,5,3,1,"5","0","1","","","","",0,2,"0","0","0","2","4","","","","","0","0","","","","","",5,"0","0","0",5,"5",3,2,5,"4","1",1,1,1,"1","2",33,7,"1","11",98,"1",8,"","",4,1,2,"1.92324021869778",0
"667",11412,"20250209.82221.243",1958,"","","",1,2,2,"0","0","0","1","0","0","0","0","0","0","0",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,5,5,5,5,9,7,2,5,5,5,5,2,4,3,4,3,3,5,5,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,5,2,1,1,4,4,1,4,5,2,5,1,"0","0","0","","","","",5,1,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",3,"3",0,3,0,"9","4",1,1,1,"2","2",51,7,"3","33",21,"1",3,"","",7,1,2,"2.58615578862548",0
"668",11413,"20250209.72576.243",1968,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,5,98,5,98,98,98,5,98,98,5,5,9,1,9,6,9,3,6,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,3,5,1,3,1,5,2,5,3,1,4,3,"98","98","98","","","","",98,4,"98","98","5","3","2","","","","","98","98","","","","","",4,"5","5","98",3,"3",98,3,98,"2","16",2,2,2,"","",31,3,"","33",21,"8",3,"","",4,1,1,"2.16424388643183",0
"669",11416,"20250209.75832.243",1987,"","","",2,2,2,"0","0","0","1","0","0","0","0","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,6,6,4,3,8,5,6,5,8,3,5,6,4,4,1,5,4,4,6,3,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,1,1,1,1,1,1,1,1,4,1,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,1,0,"9","5",1,1,2,"","",33,3,"","33",22,"2",1,"","",5,1,1,"2.56783551989134",0
"670",11417,"20250209.84759.243",1970,"","","",2,3,2,"0","0","0","0","0","1","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,5,5,5,10,10,5,2,4,4,4,5,4,3,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,1,3,1,1,1,1,1,3,1,2,1,1,"3","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",0,"",1,0,1,"8","18",2,2,2,"","",21,8,"3","98",23,"3",2,"32","3",6,3,2,"1.19011428863983",0
"671",11419,"20250209.71898.243",1996,"","","",2,4,2,"0","0","0","0","1","0","0","0","0","1","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,9,9,9,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"","18",1,1,1,"2","9",98,98,"","",98,"",8,"","",98,8,8,"",1
"672",11420,"20250209.84566.243",1979,"","","",2,3,2,"0","0","0","0","0","0","0","1","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,9,9,5,98,8,9,8,8,5,8,5,5,4,1,1,3,3,1,6,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,3,4,5,1,1,4,1,4,3,1,5,1,"0","","","2","0","","",5,4,"","","","","","0","","","","0","","0","0","0","","",4,"","","",3,"",0,4,4,"8","2",1,1,2,"","",52,3,"","33",22,"2",2,"51","3",10,2,2,"1.04110201026188",0
"673",11421,"20250209.81701.243",1984,"","","",2,4,1,"","","","","","","","","","","",1,"1","8","","","10","","999","","","","","","","999","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,5,5,5,5,5,5,10,1,3,1,3,1,1,9,6,"1","1","8","8","8","8","8","8","1","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","5","1",10,1,1,1,1,1,1,1,1,1,1,1,1,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"","1",1,1,2,"","",51,1,"","11",10,"1",8,"","",5,1,2,"0.540305162837822",0
"674",11424,"20250209.79233.243",1970,"","","",2,4,2,"0","0","0","0","0","0","0","0","0","0","1",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,8,8,8,8,8,8,8,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,1,1,1,1,1,1,1,3,3,4,4,1,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",1,"",0,0,0,"9","16",1,1,2,"","",21,3,"","33",10,"8",1,"","",98,3,1,"",1
"675",11429,"20250209.78826.243",1976,"","","",1,2,1,"","","","","","","","","","","",3,"2","","4","","3","","","","","","","","","","","","","","","","999","","","","","999","","","","",7,6,7,0,5,7,5,0,5,2,8,8,0,8,4,5,4,5,1,1,1,2,"2","1","2","3","4","1","1","1","3","3","0","7","8","0","3","0","2","0","0","5","4","0","8","0","5","0","0","0","2","5","0","6","4","1",10,2,5,3,1,2,1,2,1,5,4,3,1,"0","","","0","0","","",1,5,"","","","","","0","","","","1","","0","0","0","","",5,"","","",5,"",2,0,2,"2","3",1,1,2,"","",31,3,"","31",10,"1",1,"","",15,1,2,"0.311434511629658",0
"676",11431,"20250209.83591.243",1993,"","","",2,3,2,"0","0","0","0","0","1","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,7,7,5,5,7,7,7,7,5,7,7,7,98,8,9,9,9,9,9,9,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,4,5,5,5,3,5,3,5,5,5,5,3,"98","","","3","3","","",3,5,"","","","","","5","","","","1","","0","5","2","","",5,"","","",5,"",98,4,98,"2","16",2,2,2,"","",32,3,"","32",21,"1",2,"97","3",8,2,1,"0.98481370992503",0
"677",11432,"20250209.72087.243",1992,"","","",2,3,1,"","","","","","","","","","","",11,"2","","2","","4","","","","","","","","","","","","","","","10 ans est une trop courte échéance.","406","","","","Pas de coordination internationale.","202","","","","",7,7,6,7,4,9,7,7,7,8,6,5,8,3,3,3,1,3,3,1,4,2,"1","3","1","2","1","2","2","3","1","0","0","0","3","0","0","0","4","0","0","3","2","0","0","0","5","5","3","3","2","8","1","7","3","1",7,2,1,2,2,1,4,1,1,2,2,4,3,"0","","","0","0","","",0,0,"","","","","","1","","","","0","","0","1","2","","",1,"","","",0,"",0,0,0,"6","2",1,2,2,"","",32,3,"","33",22,"2",2,"51","3",11,1,1,"0.371363054666053",0
"678",11435,"20250209.83743.243",2001,"","","",1,2,2,"0","0","0","1","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,7,3,6,8,8,7,7,4,9,7,1,8,4,4,3,4,3,2,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,4,1,1,1,1,4,2,2,2,1,5,4,"0","","","3","0","","",1,0,"","","","","","1","","","","0","","1","2","1","","",0,"","","",1,"",0,1,0,"12","1",1,1,2,"","",52,3,"","33",10,"1",1,"","",9,1,1,"1.37522996156804",0
"679",11436,"20250209.87256.243",1979,"","","",1,2,2,"0","0","0","0","0","0","0","0","0","0","1",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,5,7,6,5,8,7,5,8,5,7,3,5,5,4,4,4,6,3,1,3,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,2,1,1,1,1,5,2,5,4,3,4,2,"0","","","0","0","","",0,5,"","","","","","0","","","","0","","0","0","0","","",5,"","","",3,"",1,5,0,"6","4",1,1,1,"1","4",52,3,"","33",10,"1",2,"32","3",12,2,2,"0.894316822953337",0
"680",11439,"20250209.76619.243",1947,"","","",1,3,2,"0","0","1","0","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,8,6,7,6,7,8,7,6,7,9,8,7,4,9,9,9,9,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,3,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"98","2",1,8,8,"","",33,1,"","12",98,"1",3,"","",1,2,2,"2.8389676690039",0
"681",11440,"20250209.85414.243",1960,"","","",2,2,1,"","","","","","","","","","","",6,"2","","4","","6","","","","","","","","","","","","","","","Zu krass, wäre nur dafür, wenn sich zumindest ganz Europa anschliessen würde, aber gemilderte Forderungen der Initianten","401","202","","","","999","","","","",5,5,5,5,4,5,6,7,5,5,2,7,2,6,2,4,5,4,5,2,1,6,"1","1","2","2","3","3","1","1","2","8","0","8","3","0","0","1","2","0","0","98","0","0","0","5","5","98","4","98","98","4","1","6","3","1",10,1,5,1,3,2,5,1,4,5,3,5,1,"0","0","0","","","","",0,1,"0","0","0","0","5","","","","","0","0","","","","","",5,"1","1","0",5,"3",0,3,0,"9","6",1,2,2,"","",32,7,"3","33",10,"2",1,"","",2,2,2,"0.647534258027075",0
"682",11441,"20250209.78208.243",1950,"","","",1,1,1,"","","","","","","","","","","",9,"1","4","","","4","Es muss bezgl. Umwelt was passieren. Es kann einfach nicht mehr so weitergehen","200","300","","","","","Weil ich wusste, dass die Bürgerlichen die Vorlage sowieso ablehnen","106","107","","","","","","","","","","","","","","","",6,5,5,7,7,10,6,5,6,7,3,8,7,5,1,3,4,3,4,5,4,3,"2","2","1","2","2","2","3","3","3","9","8","7","7","5","5","3","8","8","8","7","8","7","7","8","6","5","5","5","2","8","8","8","2","1",9,5,5,3,4,4,5,5,5,5,5,4,4,"5","5","1","","","","",5,3,"0","1","5","2","5","","","","","1","3","","","","","",4,"3","2","1",5,"4",4,5,3,"1","9",1,1,1,"2","5",51,3,"","32",23,"1",1,"","",14,1,2,"1.09580701642272",0
"683",11444,"20250209.74595.243",1957,"","","",2,3,1,"","","","","","","","","","","",1,"2","","4","","1","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,6,4,5,4,6,5,4,98,5,6,5,1,8,6,6,5,5,4,3,1,4,"8","1","2","2","2","2","2","2","2","1","7","4","4","0","2","1","0","2","0","0","2","0","0","3","5","0","3","0","1","5","5","10","4","2",8,4,1,1,3,1,3,1,5,4,2,4,1,"0","0","0","","","","",4,0,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",3,"1",0,0,0,"8","1",1,1,2,"","",21,7,"8","",98,"",2,"21","7",7,1,2,"0.736652710362468",0
