"CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","IMPORTANCE1","VOTE2","VOTE2A","VOTE2B","VOTE2C","REASON1ACC2","REASON1ACC2_01","REASON1ACC2_02","REASON1ACC2_03","REASON2ACC2","REASON2ACC2_01","REASON2ACC2_02","REASON2ACC2_03","REASON1DEN2","REASON1DEN2_01","REASON1DEN2_02","REASON1DEN2_03","REASON1DEN2_04","REASON2DEN2","REASON2DEN2_01","REASON2DEN2_02","REASON2DEN2_03","REASON2DEN2_04","IMPORTANCE2","VOTE3","VOTE3A","VOTE3B","VOTE3C","REASON1ACC3","REASON1ACC3_01","REASON1ACC3_02","REASON1ACC3_03","REASON2ACC3","REASON2ACC3_01","REASON2ACC3_02","REASON2ACC3_03","REASON1DEN3","REASON1DEN3_01","REASON1DEN3_02","REASON1DEN3_03","REASON2DEN3","REASON2DEN3_01","REASON2DEN3_02","REASON2DEN3_03","IMPORTANCE3","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_11","TRUST_25","TRUST_30","TRUST_31","TRUST_43","TRUST_55","TRUST_56","TRUST_57","LRSP","VALUE1","VALUE2","VALUE3","VALUE4","VALUE5","VALUE6","VALUE7","VALUE8","VALUE9","VALUE10","VALUE11","VALUE12","VALUE13","VALUE14","VALUE15","VALUE16","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ZUSATZEFD","DIFFICUL2","DECTIME2","ARGU2_1","ARGU2_2","ARGU2_3","ARGU2_4","ARGU2_5","ARGU2_6","DIFFICUL3","DECTIME3","ARGU3_1","ARGU3_2","ARGU3_3","ARGU3_4","ARGU3_5","ARGU3_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","GEWVORL2","GEWVORL3"
13866,"20230618.60282.231",1999,,,"",2,2,1,,,,,,,,,,,,9,1,2,,,"Argumente für die Annahme haben mich überzeugt",14,,,"Steueransatz in CH behalten",33,,,,"",,,,"",,,4,1,4,,,"Verstärkung des Klimaschutzes ohne Verbote",31,,,"Massnahmen zum Klimawandel ergreifen",20,,,"",,,,,"",,,,,10,1,2,,,"Die schnellere Handlung des Bundes bei ähnlicher Pandemie.",24,,,"Arbeit im Gesundheitswesen",15,,,"",,,,"",,,,8,8,7,7,6,7,7,8,7,8,6,6,9,8,7,4,98,98,3,1,2,3,3,3,5,3,4,1,2,6,3,3,5,6,2,2,2,2,2,2,4,2,3,1,1,2,1,3,1,2,3,4,2,2,2,2,1,3,4,4,3,7,8,4,9,6,3,3,8,3,2,2,2,7,10,3,6,5,4,4,2,6,3,10,3,1,10,3,5,1,2,1,4,1,5,3,2,5,3,3,3,2,,,,,0,4,0,0,2,3,0,,,,,0,0,,,,,,4,4,3,0,3,2,1,4,0,8,9,1,1,1,1,4,33,4,,,10,,4,32,3,8,1,1,0.861961738371819,0.761492180247741,0.819343469247207
13856,"20230618.60238.231",1956,,,"",1,2,1,,,,,,,,,,,,16,1,4,,,"Il me semble qu'il y a des choses ou la question ne se pose même pas.",11,,,"",99,,,,"",,,,"",,,9,2,,4,,"",,,,"",,,,"A un moment donné, il faut que les gens se mettent autour de la table et discuter logiquement. Aujourd'hui je pense que l'on devrait supprimer nos anciennes centrales et en construire une de dernière génération qui pourrait remplacer ces dernières. et aussi profiter des barrages en améliorant la capacité.",26,,,,"Ce n'est pas des partis politique (nous c'est mieux etc. etc.) c'est l'intérêt général qui prime.",50,,,,10,1,4,,,"J'ai toujours soutenu M. Berset et son équipe qui ont géré de manière exemplaire le problème.",25,,,"apparemment les insatisfaits sont contents,  mais ne disent rien.",90,,,"",,,,"",,,,10,9,6,5,4,8,6,8,7,6,5,6,8,8,8,3,98,7,4,2,5,4,1,3,1,2,2,2,3,1,2,3,2,2,1,2,1,2,2,3,2,2,3,1,1,1,4,8,3,3,2,3,1,1,2,2,1,3,3,3,3,3,3,3,8,5,3,3,4,3,4,0,0,2,5,2,2,5,0,0,2,5,1,9,3,1,10,5,3,3,3,2,4,1,4,5,4,1,1,0,,,2,0,,,5,3,,,,,,2,,,,0,,0,5,1,,,5,,,,4,,4,4,5,8,11,1,1,1,2,4,32,7,3,33,10,2,3,,,3,3,2,0.626759539977515,0.749906644792337,0.583378295043884
11730,"20230618.54566.231",1978,,,"",2,1,1,,,,,,,,,,,,9,1,2,,,"",99,,,"",,,,,"",,,,"",,,3,1,4,,,"wir tragen die Verantwortung für die Umweltbelastung mit",42,,,"",99,,,"",,,,,"",,,,,7,1,4,,,"ich habe vielen Kollegen und Freunden zu Covid verloren, machen wollten sich gar nicht impfen, weil sie den Verschwörungstheoretikern zugelöst haben.",42,,,"andere Pandemien werden immer wieder auftauchen, der Virus ist jung und wird noch weiter mutieren... wir sollen die Lektionen die wir gelernt haben umsetzten, um die Katastrophe wie die Zeit 2020-2021 zu vermeiden.",32,,,"",,,,"",,,,8,8,8,5,6,5,6,3,5,8,5,3,8,9,5,6,0,8,5,3,3,3,3,4,2,5,3,1,3,5,4,3,6,3,3,1,3,2,2,2,3,8,3,8,1,1,1,1,2,3,3,3,1,1,1,1,1,4,4,4,3,6,0,10,8,0,0,0,7,0,0,0,7,0,0,6,5,3,5,0,0,5,2,8,3,1,8,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,98,98,98,98,98,98,98,,,,,98,98,,,,,,98,98,98,98,98,98,98,98,98,,9,2,2,2,,,60,3,,32,21,1,1,,,4,3,1,0.458214795242454,0.40480565194233,0.435559124356866
10301,"20230618.50807.231",1966,,,"",1,3,1,,,,,,,,,,,,2,8,,,,"",,,,"",,,,,"",,,,"",,,6,8,,,,"",,,,"",,,,"",,,,,"",,,,,7,1,4,,,"wegen eines Rückfalles von Covid",32,,,"Allgemeiner Schutz der Bevölkerung",32,,,"",,,,"",,,,10,8,7,6,6,7,5,9,6,8,6,5,10,8,6,0,2,5,5,1,6,5,2,5,1,6,6,6,5,4,3,1,6,1,3,2,3,2,4,2,2,1,2,2,2,3,2,2,1,2,2,3,1,1,1,1,1,2,3,4,2,8,5,5,9,3,2,2,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,9,4,1,7,5,5,3,1,2,1,1,5,4,1,1,1,0,0,0,,,,,5,5,0,1,0,0,0,,,,,0,0,,,,,,0,0,0,0,2,2,1,5,3,98,2,1,1,1,1,2,32,3,,33,10,2,1,,,98,2,1,0.912655813597695,0.912716676437698,0.942138250413154
13220,"20230618.58574.231",1954,,,"",2,2,1,,,,,,,,,,,,17,1,4,,,"pression de l'OCDE",23,,,"Egalité plus grande entre pays",32,,,,"",,,,"",,,8,1,4,,,"Environnement. Plus d'énergie renouvelables",47,94,,"",99,,,"",,,,,"",,,,,10,1,4,,,"confiance dans le conseil fédéral",25,,,"Action rapide possible si nouvelle menace pandémie",32,,,"",,,,"",,,,8,9,9,1,3,6,9,1,6,5,5,5,9,8,8,1,98,5,5,2,3,3,3,3,3,3,3,2,3,5,1,2,5,3,4,1,1,2,2,1,3,2,2,2,1,2,2,1,1,3,8,4,1,1,1,1,1,2,4,4,2,5,8,6,10,0,0,0,0,0,0,0,0,0,0,0,98,0,0,98,0,5,0,10,3,1,10,3,1,2,1,1,1,2,5,4,4,1,1,0,,,98,98,,,0,0,,,,,,0,,,,0,,0,0,0,,,0,,,,1,,1,1,0,8,3,1,1,2,,,52,7,3,32,23,1,3,,,4,2,2,0.27172833478636,0.282075713945376,0.283573334679708
13816,"20230618.60146.231",1950,,,"",2,1,1,,,,,,,,,,,,17,1,2,,,"Adaption des règles d'imposition communes aux pays concernés",32,,,"Part revenant aux cantons (75%) ...",39,35,,,"",,,,"",,,6,1,4,,,"Il en va de la survie de notre planète",53,,,"Protéger le climat - développement de nouvelles technologies (par ex  réduite les gaz à effet de serre).",41,47,,"",,,,,"",,,,,10,1,3,,,".... certificat covid pour les voyages.....",27,,,"Accès aux médicaments contre covid",31,,,"",,,,"",,,,4,8,7,7,8,6,8,9,9,8,4,3,8,9,6,8,5,6,3,1,4,3,5,5,5,6,2,1,4,2,2,1,1,6,1,2,3,2,1,2,3,2,4,2,1,1,1,1,1,4,2,3,1,2,1,1,3,2,1,2,3,10,6,10,7,6,8,4,8,9,3,2,4,3,1,4,2,1,2,3,1,8,8,9,3,1,10,5,3,4,4,2,2,2,5,5,5,5,3,0,,,5,1,,,3,3,,,,,,5,,,,0,,0,1,1,,,2,,,,5,,4,4,1,4,5,1,1,1,1,4,52,7,3,32,22,2,2,51,7,9,1,2,0.850273263278994,0.932080746769445,0.877868824962221
17442,"20230618.69743.231",1976,,,"",2,2,1,,,,,,,,,,,,5,1,2,,,"Besser diese Regelung als gar keine Regelung.",21,,,"Empfehlung des Parlaments, diese Vorlage anzunehmen.",95,,,,"",,,,"",,,7,1,4,,,"Die Vorlage ist wichtig, um etwas für den Klimaschutz zu tun. Es braucht klare Regelungen und Ziele.",20,,,"Abstimmungsempfehlung der Grünen sowie des Parlaments.",92,95,,"",,,,,"",,,,,10,1,4,,,"Ein klares Zeichen gegen die Corona-Leugner und -verharmloser, ein Zeichen zur Unterstützung des Bundes.",42,24,,"Abstimmungsempfehlungen der Grünen und des Parlaments.",95,92,,"",,,,"",,,,10,7,8,98,7,4,8,8,5,7,4,98,7,9,5,4,0,8,1,2,2,1,1,2,9,2,2,1,1,5,9,6,6,1,4,2,3,8,8,8,8,8,4,3,1,1,2,8,2,4,3,3,1,1,8,2,2,4,4,4,2,8,0,0,10,0,5,5,0,0,1,1,0,0,0,0,3,1,1,0,0,7,0,9,4,2,10,5,1,2,2,1,3,1,4,3,2,1,1,0,0,0,,,,,4,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,1,1,0,5,0,98,5,1,1,1,2,4,52,3,,33,22,8,2,60,3,98,1,2,1.611760632781,2.05289643504418,1.73985553885775
10808,"20230618.52183.231",1991,,,"",1,1,1,,,,,,,,,,,,5,2,,4,,"",,,,"",,,,,"Steuer-Mehreinnahmen fliessen mit der Vorlage grossteils zurück an die Konzerne. Ich finde aber, dass von der Steueranpassung/-erhöhung die Allgemeinheit profitieren sollte.",41,,,"",99,,7,1,4,,,"Die Schweiz leistet damit einen Minimalbeitrag zur Bekämpfung des Klimawandels.",26,,,"- Die Schweiz muss endlich schnell vorwärts machen mit der Bekämpfung des Klimawandels. Das Gesetz ist ein erster Schritt. Weitere müssten rasch folgen. - Die Massnahmen sind sozialverträglich, was in der Bekämpfung des Klimawandels wichtig ist. Das abgelehnte CO2-Gesetz wäre aber noch effizienter und ebenfalls ziemlich sozialverträglich gewesen.",26,45,,"",,,,,"",,,,,9,1,4,,,"- Das Gesetz ist sinnvoll und nützlich in der Bekämpfung der Pandemie.",24,,,"- Falls die Pandemie noch einmal schlimmer werden sollte, können dank des Gesetzes wieder griffige Massnahmen ergriffen werden - und  die Betroffenen könnten entschädigt werden, was für bestimmte Branchen sehr wichtig ist.",24,,,"",,,,"",,,,4,7,7,6,8,2,7,8,2,9,6,1,8,10,6,8,0,7,1,1,2,1,2,2,6,2,2,1,2,6,3,5,6,1,3,2,1,1,1,2,2,1,4,3,1,1,1,1,2,4,4,4,1,1,1,1,2,3,4,4,1,0,0,0,0,3,0,2,9,0,2,2,6,0,0,0,5,6,5,5,4,8,5,8,2,1,10,1,1,1,1,1,3,1,4,1,1,5,1,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,2,0,0,0,4,0,6,5,1,1,2,,,52,3,,33,21,1,3,,,12,1,1,2.21448842630794,2.61461686313905,2.81325180607848
16178,"20230618.66453.231",1953,,,"",1,1,1,,,,,,,,,,,,1,1,4,,,"Steuergelder bleiben in der Schweiz",33,,,"- Arbeitsplätze werden erhalten - Wettbewerbsfähigkeit wird erhalten - Schutz vor Zusatzbesteuerungen im Ausland",33,37,39,,"",,,,"",,,6,2,,4,,"",,,,"",,,,"Die Schweiz macht für das Klima schon heute viel mehr als andere Länder (z.B. China). Weltweit wirkt sich das Klimagesetz der Schweiz wie ""ein Tropfen auf den heissen Stein"" aus.",44,,,,"- Stromknappheit wird zusätzlich erhöht, mit der Folge, dass der Stromverbrauch und die Energiekosten weiter ansteigen - Neue Vorschriften, die viel kosten - Wettbewerbsfähigkeit des Landes wird eingeschränkt - Hauseigentümer werden einmal mehr zur Kasse gebeten",31,32,35,,10,1,4,,,"Wichtig für Bekämpfung der Pandemie",32,,,"- Covid-Virus bleibt unberechenbar - Bei Verschlechterung der Lage wird Bevölkerung weiterhin geschützt - Medikamente gegen Covid können weiterhin eingeführt werden",32,31,,"",,,,"",,,,7,5,6,6,1,4,4,0,5,1,2,4,7,1,8,0,98,4,9,6,6,5,4,6,1,3,6,5,3,3,1,1,4,2,3,2,2,2,1,1,3,2,2,3,1,1,4,4,4,1,1,2,2,2,2,1,1,2,3,4,3,4,0,10,0,0,2,1,9,2,5,0,0,0,0,3,5,3,0,1,0,3,5,98,4,1,10,2,5,2,3,2,3,3,3,5,5,1,2,0,0,0,,,,,2,5,0,0,0,1,1,,,,,0,0,,,,,,5,0,1,0,5,5,4,2,0,9,1,1,1,1,1,2,51,7,3,32,10,1,1,,,9,2,2,0.707483650423194,0.693134728478854,0.672503294251059
15081,"20230618.63536.231",2005,,,"",2,2,1,,,,,,,,,,,,5,1,2,,,"- die Pro-Punkte in der beigelegten Broschüre",95,,,"",99,,,,"",,,,"",,,4,1,4,,,"- wichtige Massnahme gegen den Klimawandel - Überzeugende Argumente - Klimaschutz",12,42,,"",99,,,"",,,,,"",,,,,10,1,2,,,"- Überzeugende Pro-Argumente in der Broschüre",19,,,"- Corona ist noch nicht vorbei und das darf nicht vergessen werden - gefährdete Menschen sollen geschützt werden",32,,,"",,,,"",,,,5,9,98,7,7,98,8,98,98,9,5,4,9,9,98,7,98,7,2,3,2,1,2,2,3,8,2,1,3,6,2,2,9,1,2,1,3,1,2,1,8,8,8,2,1,1,1,2,1,3,4,3,1,3,1,1,1,3,4,4,1,6,0,0,10,2,2,3,2,0,0,0,8,2,0,0,7,7,7,5,2,9,5,10,3,1,98,4,1,1,3,1,1,3,3,3,5,5,1,0,1,3,,,,,0,0,0,0,2,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,11,5,2,2,1,2,2,21,9,9,,98,,8,,,15,1,2,1.66691686419283,1.42682142747176,1.43488784351645
10744,"20230618.52009.231",1964,,,"",1,1,1,,,,,,,,,,,,3,1,4,,,"- Schweiz wird einmal mehr zu ihrem Glück gezwungen, gute Sache",23,,,"- Argumente der Gegner überzeugten nicht - Wir sollten nicht alles ablehnen, nur weil einer Minderheit die Details nicht gefallen",21,,,,"",,,,"",,,7,1,3,,,"- Erderwärmung ist Faktum und muss veringert werden - Wir müssen dringend unsere Abhängigkeit von Öl und Gas veringern - Putin hat uns schön gezeigt, wie abhängig wir sind und welche Folgen das haben kann",43,36,,"- Dass mit finanziellen Anreizen operiert wird, nicht mit Verbote, die hier zwangsläufig kompliziert werden. Siehe Deutschland, wo es enorm kompliziert wird, dies vielleicht sogar scheitert - Öl und Gas grundsätzlich noch erlaubt ist, weil in gewissen Fällen Sinn macht noch eine Weile dabei zu bleiben",31,24,,"",,,,,"",,,,,10,1,4,,,"- Gut, dass Notrecht in ordentliches Recht überführt wird - Covid (oder andere Viren) können uns jederzeit wieder bedrohen, da braucht es schnell Massnahmen",24,,,"- Absurde, lächerliche und falsche Argumentationen der Gegner. Impfzwang gibt es nicht. - Gegner sind brandgefährlich, weil sie normale Bürger ohne hohe Bildung extrem verunsichern können. Sind im Grunde populistisch. Ihre gesetzlichen Vorstösse müssen darum gestoppt werden. Geht ihnen gar nicht um den Inhalt.",42,,,"",,,,"",,,,8,9,6,7,9,6,7,1,1,2,8,6,3,10,9,1,0,10,5,1,1,1,3,5,1,2,1,3,6,1,6,6,5,3,1,1,1,1,1,1,4,3,4,1,1,3,1,1,1,2,4,4,1,1,1,1,1,1,4,4,1,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,9,0,9,2,2,8,5,1,1,1,1,5,5,4,4,5,5,5,0,5,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,5,0,0,4,1,0,1,0,98,3,2,2,1,1,1,52,3,,32,10,2,3,,,14,1,1,0.390287374908648,0.344795796393171,0.370990262705948
10042,"20230618.50105.231",1975,,,"",2,2,1,,,,,,,,,,,,17,1,4,,,"Gerechtigkeit",41,,,"",99,,,,"",,,,"",,,5,1,4,,,"alles was unseren Planeten Erde retten kann, unterstütze ich. Es braucht Gesetze dazu, weil niemand freiwillig auf etwas verzichtet",53,,,"",99,,,"",,,,,"",,,,,10,1,2,,,"Ich finde der Bundesrat hat in dieser Covid-Krisenzeit sehr gute Entscheidungen getroffen, die für mich nachvollziehbar waren. Ich möchte nicht, dass in einer Krise plötzlich jemand anders die Entscheidungsgewalt hat oder dass jeder machen darf was er will.",25,23,21,"",99,,,"",,,,"",,,,6,6,6,6,4,3,6,8,3,8,3,3,6,8,6,6,0,4,0,1,1,1,1,1,6,3,1,1,1,6,8,8,6,1,8,2,2,2,2,2,3,1,8,1,1,1,1,1,1,4,8,2,2,2,2,2,2,1,3,3,3,8,8,0,0,10,8,0,8,0,0,0,8,0,0,8,0,5,5,0,7,5,5,7,3,1,9,3,2,3,3,1,3,2,3,1,2,3,3,0,1,1,,,,,4,1,1,1,1,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,1,0,98,2,1,1,1,5,1,51,3,,33,22,2,1,,,5,2,2,0.567540161081542,0.589560467461525,0.625191124286106
12551,"20230618.56755.231",1950,,,"",2,1,1,,,,,,,,,,,,3,1,2,,,"Bundesrat und Parlament haben sehr gut gearbeitet und stichhlatige Argumente für ein JA geliefert. Auch Diskussionen im privaten Umfeld.",95,94,14,"Bundesrat und Parlament haben sehr gut gearbeitet und stichhlatige Argumente für ein JA geliefert. Auch Diskussionen im privaten Umfeld.",95,94,,,"",,,,"",,,10,1,4,,,"sehr gute und stichhaltige Argumente von Bundesrat und Parlament sowie intensiver Austausch mit Freunden",95,94,,"sehr gute und stichhaltige Argumente von Bundesrat und Parlament sowie intensiver Austausch mit Freunden",95,94,,"",,,,,"",,,,,10,1,4,,,"Diskussionen im pers. Umfeld sowie gute Arbeit mit stichhaltigen Argumenten vom Bundesrat und Parlament",94,97,,"",98,,,"",,,,"",,,,10,10,8,8,8,8,9,6,6,6,6,8,10,8,8,6,98,98,5,1,3,4,5,4,1,3,4,4,4,8,4,2,6,3,5,1,1,1,1,1,3,2,4,1,1,2,1,1,2,4,2,4,1,1,1,1,1,2,8,3,3,10,10,10,10,10,7,7,7,10,7,0,0,0,0,10,5,5,5,5,3,9,10,10,2,1,9,5,2,2,5,3,2,2,5,5,4,1,1,0,1,98,,,,,5,0,0,1,1,1,0,,,,,0,0,,,,,,0,0,0,0,3,2,2,5,2,98,3,1,1,1,1,4,52,7,3,32,10,2,1,,,5,1,1,1.06832659533793,1.04113348869094,0.991151453108165
12177,"20230618.55751.231",1973,,,"",2,2,1,,,,,,,,,,,,17,1,4,,,"visionnage vidéo confédération; discussion avec mon entourage",94,,,"",99,,,,"",,,,"",,,98,1,4,,,"sauver notre planète",53,,,"",99,,,"",,,,,"",,,,,10,1,8,,,"visionnage vidéo confédération; discussion avec mon entourage",94,96,,"",99,,,"",,,,"",,,,2,8,8,8,5,98,8,98,98,5,98,98,5,5,98,10,98,98,1,9,9,1,2,9,9,9,9,1,1,9,5,9,9,9,5,2,3,8,8,8,8,8,8,8,1,1,2,2,2,8,8,4,1,3,8,2,2,3,3,3,1,0,0,0,10,0,0,0,0,0,0,5,0,10,10,0,2,2,0,0,0,8,0,10,3,1,10,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,0,,,0,0,,,,,,0,,,,0,,0,0,0,,,0,,,,0,,0,0,3,,9,1,1,2,,,33,3,,33,21,2,1,,,5,1,1,0.698538812262499,0.765747443674978,0.7212098425235
16712,"20230618.67831.231",1942,,,"",2,2,1,,,,,,,,,,,,4,1,4,,,"Gleichberechtigung",41,,,"",99,,,,"",,,,"",,,7,2,,2,,"",,,,"",,,,"Konsequenzen, die immens werden",31,,,,"Strommangel",32,,,,9,1,4,,,"Vertrauen in Bundesrat und Herr Berset",25,95,,"",98,,,"",,,,"",,,,10,98,5,5,5,8,8,6,8,7,9,8,10,7,10,0,98,9,8,4,4,3,2,5,1,5,2,1,8,1,5,2,6,1,1,1,1,1,2,1,1,8,1,2,1,1,1,4,4,1,1,1,1,1,1,1,1,8,4,4,2,4,9,10,2,5,0,0,0,0,4,0,0,0,0,0,98,98,98,98,98,9,98,9,4,1,10,3,3,1,1,1,1,1,5,5,5,1,1,0,0,0,,,,,0,2,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,5,5,5,5,5,9,4,1,1,1,2,1,32,7,3,33,10,2,1,,,98,2,2,0.796698850302298,0.899615647038727,0.781506191735407
13451,"20230618.59199.231",1943,,,"",2,3,1,,,,,,,,,,,,16,1,2,,,"",99,,,"",,,,,"",,,,"",,,98,1,4,,,"besoin urgent de protection",45,,,"",99,,,"",,,,,"",,,,,10,1,2,,,"sécurité au niveau santé",30,39,,"",99,,,"",,,,"",,,,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,8,8,8,8,9,9,9,1,1,1,6,6,9,6,1,9,2,2,8,8,8,8,8,8,8,1,2,1,1,1,8,8,8,2,2,8,1,1,8,8,8,2,98,98,98,10,98,98,98,98,98,98,98,98,98,10,98,5,5,5,5,5,5,5,10,5,1,10,1,4,1,1,1,1,1,5,5,1,1,1,0,,,0,0,,,98,3,,,,,,0,,,,0,,0,0,0,,,3,,,,5,,0,3,0,9,16,1,1,1,2,4,32,7,98,,21,,1,,,5,1,2,0.459601776404882,0.477103351448049,0.479636429753708
12747,"20230618.57256.231",1984,,,"",2,2,1,,,,,,,,,,,,17,1,8,,,"Gleichberechtigung  einheitlich",34,,,"",99,,,,"",,,,"",,,3,2,,4,,"",,,,"",,,,"weil wir zu wenig Alternativen haben für fossile Brennstoffe und keine nachhaltige Lösung zum entsorgen von Solarzellen.  Ich bin für alternative Energien aber die müssen dann vom Rohstoff bis zur Entsorgung nachhaltig sein und da sind wir noch weit davon entfernt.",26,,,,"",99,,,,7,1,4,,,"Klarheit im Falle eines erneuten Ausbruchs.  Mir hätte besser gefallen ein allgemeines Pandemie-Gesetz zu machen anstatt nur eines für Covid.",24,32,,"",99,,,"",,,,"",,,,6,8,8,6,3,5,7,7,6,5,5,5,7,5,7,0,98,98,6,4,4,4,2,8,2,8,4,4,3,2,2,1,6,3,3,8,3,2,2,2,8,2,8,4,1,1,4,4,4,1,2,2,1,1,1,1,1,3,4,4,3,6,0,0,10,9,0,8,7,3,0,0,0,0,9,5,5,2,3,3,3,9,5,10,3,1,10,4,2,2,2,1,3,1,3,2,2,2,2,0,0,0,,,,,3,1,0,1,0,1,0,,,,,0,0,,,,,,1,0,0,0,1,0,0,2,2,98,16,1,1,1,2,4,40,3,,33,23,1,2,51,3,9,1,2,0.441801624050208,0.498873135980905,0.433376682523124
12594,"20230618.56859.231",1992,,,"",2,3,1,,,,,,,,,,,,8,1,2,,,"Ich finde es richtig wenn grosse internationale tätige Unternehmengruppen eine Mindestbesteurerung haben und dies Bundesrat und Parlament einführen können.",31,,,"",99,,,,"",,,,"",,,6,2,,2,,"",,,,"",,,,"Ich bin nicht einverstanden in Zukunft immer noch mehr Stromkosten zu zahlen.",31,,,,"",99,,,,98,1,2,,,"Finde es richtig dass Bundesrat und Parlament im Notfall auf bewährte Instrumente zurückgreifen können um gefährdete Personen und das Gesundheitssystem zu schützen.",24,32,,"",99,,,"",,,,"",,,,5,8,8,5,5,5,5,5,5,5,98,98,8,5,8,0,98,98,98,2,5,1,2,8,2,8,5,1,2,8,3,8,5,1,8,2,2,8,2,2,8,8,3,1,1,2,2,8,8,8,2,3,1,1,2,2,2,8,3,3,2,0,0,0,8,4,0,0,4,0,0,0,4,0,0,0,5,5,5,5,3,7,3,7,5,1,9,3,3,1,1,1,1,1,5,2,3,4,3,0,0,0,,,,,1,1,0,1,0,0,0,,,,,0,0,,,,,,0,0,0,0,1,0,0,5,5,8,8,1,1,1,2,7,32,3,,33,10,8,1,,,2,2,1,1.23004448292913,1.04902060212754,1.32780244357566
10105,"20230618.50252.231",1939,,,"",1,2,1,,,,,,,,,,,,2,1,4,,,"angemessene besteuerung der grosskonzerne",31,,,"",99,,,,"",,,,"",,,7,1,4,,,"klimaveränderung aufhalten",43,,,"",99,,,"",,,,,"",,,,,10,1,4,,,"entscheide und bestimmungen müssen im notfall von einer zentralen stelle angeordnet werden",23,32,,"",99,,,"",,,,"",,,,8,7,7,7,7,5,7,6,6,6,5,5,9,9,8,3,0,5,5,3,3,1,1,2,3,3,3,1,1,6,2,2,6,1,4,1,1,2,2,1,2,2,4,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,3,2,8,8,8,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,8,8,8,3,1,4,5,1,1,4,1,1,1,5,5,2,1,1,0,0,0,,,,,5,0,98,0,0,1,0,,,,,0,0,,,,,,0,0,0,0,5,5,0,5,0,98,2,1,2,1,2,1,60,7,3,32,10,2,1,,,10,1,2,0.516832980443365,0.522329852127879,0.506977227538732
