CODERESP;SECURITYID;CONTROL1;CONTROL3;CONTROL3@;BIRTHYEARR;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON1ACC1_08;REASON1ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON1ACC2_05;REASON1ACC2_06;REASON1ACC2_07;REASON1ACC2_08;REASON1ACC2_09;REASON1ACC2_10;REASON1ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON2ACC2_06;REASON2ACC2_07;REASON2ACC2_08;REASON2ACC2_09;REASON2ACC2_10;REASON2ACC2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON1DEN2_07;REASON1DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON1ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON1ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON2ACC4_05;REASON2ACC4_06;REASON2ACC4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON1DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4;VOTE5;VOTE5A;VOTE5B;VOTE5C;IMPORTANCE5;REASON1ACC5_01;REASON1ACC5_02;REASON1ACC5_03;REASON1ACC5_04;REASON1ACC5_05;REASON1ACC5;REASON2ACC5_01;REASON2ACC5_02;REASON2ACC5_03;REASON2ACC5_04;REASON2ACC5_05;REASON2ACC5;REASON1DEN5_01;REASON1DEN5_02;REASON1DEN5_03;REASON1DEN5_04;REASON1DEN5_05;REASON1DEN5_06;REASON1DEN5;REASON2DEN5_01;REASON2DEN5_02;REASON2DEN5_03;REASON2DEN5_04;REASON2DEN5_05;REASON2DEN5;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_31;TRUST_32;TRUST_33;TRUST_34;LRSP;VALUE3;VALUE5;VALUE6;VALUE7;VALUE8;VALUE10;VALUE16;VALUE11;VALUE15;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;DIFFICUL5;DECTIME5;ARGU5_1;ARGU5_2;ARGU5_3;ARGU5_4;ARGU5_5;ARGU5_6;COVID1A;COVID1B;COVID1C;COVID1D;COVID1E;COVID2;COVID3_1;COVID3_2;COVID4_1;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;GEWVORL5
11028;20210613.52807.211;99999998;99999998; ;1950;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;8;99999998;4;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;8;99999998;10;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;6;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;8;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;1;8;99999998;99999998;8;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;3;3;5;5;8;5;3;7;3;8;3;4;8;4;5;5;3;5;5;5;5;5;6;5;2;8;2;4;2;2;4;1;8;8;2;2;3;2;2;1;8;1;1;1;2;2;2;1;1;8;2;4;2;8;2;2;1;8;2;1;8;1;2;3;2;1;1;2;1;8;4;8;4;8;2;5;3;5;2;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;0;5;0;2;4;1;98;18;1;1; ;2;99999998;32;7;3;33;10;8;1;99999998;99999998;2;2;1;0.668418934;0.641108878;0.781828528;0.812311714;0.90021431
14359;20210613.61659.211;99999998;99999998; ;1996;1;1;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;15;100; ; ; ; ;Sie war fern ab der Realität;39; ; ; ; ;Wenn sie 1:1 international umgesetzt WIR- was die Befürworter anstreben,  können wir gerade mal noch 3 milliarden Menschen ernähren.;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ;Faktisch nicht machbar (+ ohne Hungersnöte zu provozieren);99; ; ; ; ; ;1;4;99999998;99999998;8;12;29; ; ; ;Fa die Massnagmen zeitlich befristet waren, war ich der Auffassung es sei gerechtfertigt.;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;3;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;31; ; ; ;Es werden Steuern geschaffen, die anschliessend nach Gieskannenprinzip auf ewig verteilt werden.;99; ; ; ; ; ;2;99999998;2;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ;32;20;29;31; ; ;Die Definition des Gefährders für den Staat, die illegale Kundgebung der Grünen vor dem Bundeshaus während der Session, wäre nach definition schon Staatsgeferdend gewesen, doch eine Anwendung wäre für mich hier nicht zielführend. (Auch wenn ich es aus idi;99; ; ; ; ; ;6;7;5;7;9;5;7;4;5;5;7;7;8;7;7;5;7;8;6;4;4;1;5;2;1;4;1;1;4;4;2;1;2;1;1;1;4;2;2;1;1;1;1;1;1;1;1;3;2;3;1;2;2;2;8;1;4;2;1;1;2;1;1;3;2;8;1;1;1;1;1;3;2;3;4;1;3;0;6;6;1;1;2;3;2;6;6;5;5;0;2;6;5;6;5;3;7;3;9;2;1;10;3;1;1;2;1;1;33;6;3;32;22;1;1;99999998;99999998;1;2;1;1.820168066;1.745800196;2.128993131;2.212001734;1.583836629
15316;20210613.64363.211;99999998;99999998; ;1949;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998;9;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;8;99999998;8;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;9;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;26; ; ; ;Es war für mich viel zu viel in dieser Vorlage. Frau Bundesrätin Somaruga denkt als SP-Bundesrätin überhaupt  nicht Normalverdiener. ( ARBEITER );26; ; ; ; ;Es war einfach zu viel in dieser Vorlage.;1;4;99999998;99999998;9;46; ; ; ; ;Die Polizei hat von mir aus das Recht richtig einzugreifen.;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;4;3;5;5;3;5;2;6;4;2;4;6;4;4;6;4;5;8;6;1;8;6;6;6;6;1;1;1;1;1;3;2;3;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;4;2;2;2;3;1;1;1;1;1;1;3;1;1;3;3;2;1;1;4;1;2;4;2;3;5;7;1;3;7;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;10;1;1;1;1;1;2;32;7;3;32;10;2;2;32;7;3;3;2;0.503988961;0.483397134;0.589499979;0.612484351;0.678763051
15932;20210613.65943.211;99999998;99999998; ;1956;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;80;82; ; ; ; ; ; ;Langfristige Auswirkungen auf unsere Nachkommen;42;82; ; ; ; ;Wasser (Trink-) ist heute schon schlecht (Sünden 40 J. her);99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;9;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;6;10; ; ; ; ;Keine andere Wahl;30;40; ; ;Wirtschaflich u. gesellscgaft. sinnvoll;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;98;25;45; ; ; ;Handlungsbedarf ist schon lange gegeben;24; ; ; ; ; ;Das ein Kompromiss, da es die Politik verpasst, bessere Lösung auszuarbeiten;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;7;33; ; ; ; ;Sicherheit im Land geht vor;24; ; ; ; ;Missbrauch wurde garantiert;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;9;7;5;7;6;8;8;4;6;7;5;7;7;8;8;2;7;5;5;3;5;4;4;2;5;2;2;1;2;2;2;3;3;2;1;1;2;1;1;3;4;3;2;1;2;1;2;2;3;3;1;1;2;1;2;4;3;3;2;1;2;2;2;3;2;3;2;2;2;3;1;3;4;4;4;3;9;3;7;4;2;2;2;6;0;3;5;0;0;0;6;6;3;5;1;3;6;7;7;4;1;10;1;1;1; ;2;99999998;32;3;99999998;31;10;1;2;32;3;15;1;2;0.6288386;0.688123838;0.56700517;0.476537773;0.65286204
11851;20210613.54998.211;99999998;99999998; ;1996;2;3;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;7;6;4;6;7;5;6;7;5;7;7;7;8;5;6;7;4;4;3;4;3;5;2;6;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;1; ;2;99999998;51;3;99999998;32;10;1;3;99999998;99999998;10;1;1;1.955422525;1.957368696;1.960798747;1.95734169;1.965323534
15334;20210613.64411.211;99999998;99999998; ;1960;2;1;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;10;14;42; ; ; ; ; ; ;Weil wir im Mittelland ausgesprochen stark von kontaminiertem Wasser betroffen sind.;80; ; ; ; ; ;Wir denken an unsere Nachkommen, die den Mist den wir produziert haben, zu spüren bekommen werden.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;60;50;62;63; ; ; ; ; ; ;In unserer Gemeinde gibt es keinen einzigen Landwirtschaftsbetrieb, welcher auf biologisfcher Basis produziert.;30;90; ; ; ; ; ; ; ; ;Es ist bedenklich, dass unsere Chemiefirmen zwei Mal verdienen können. Erst verkaufen diese die giftigen Substanzen und profitieren dann noch einmal, wenn die Konsumenten erkranken und die teuren Medikamente einnehmen dürfen.;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;12; ; ; ; ;Habe keinen Grund gegen das Gesetz ausmachen können.;25; ; ; ;Wir sollten hinter unseren Bundesräten stehen, die im Zusammenhang mit Corona nichts richtig machen konnten, obwohl sie mit dem vorhandenen Wissen, das absolut beste gemacht haben.;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;41;23; ; ; ;Unser CO2-Ziel werden wir bis 2050 nicht erreichen können. Nur Trump sieht keine Klimaveränderung und wir haben eine grosse Chance verpasst, etwas zu ändern.;43;25;21;45; ; ;Es sieht unglaublich schlecht für unser Klima auf der Erde aus. Wir werden erst begreifen, wenn wir den Ast, auf dem wir sitzen, vollständig durchgesägt haben.;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;31; ; ; ; ;Terrorismus macht keinen Bogen um die Schweiz.;31; ; ; ; ;Die heile SVP-Schweiz gibt es seit geraumer Zeit nicht mehr.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;4;4;5;1;9;5;6;2;7;1;9;9;8;9;98;3;2;4;4;1;3;3;4;6;2;1;1;3;1;1;4;4;3;1;1;1;1;1;2;4;3;1;1;1;2;1;4;4;3;1;1;1;1;1;4;4;3;1;1;1;1;1;3;3;4;1;1;3;1;1;4;1;2;4;2;8;1;0;9;7;1;0;7;2;0;0;0;0;0;1;5;0;0;0;0;8;0;7;2;1;10;16;1;1;1;1;2;32;3;99999998;33;23;2;2;52;7;7;1;2;0.645304022;0.706141576;0.581851554;0.489015372;0.669956489
16793;20210613.68246.211;99999998;99999998; ;1997;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;7;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;9;99; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;7;5;6;3;10;4;9;3;5;3;5;9;8;2;98;2;1;3;5;1;1;2;3;4;2;1;2;3;1;3;3;4;4;1;2;2;2;1;2;4;3;1;1;8;2;1;3;3;4;1;1;3;1;2;4;4;4;1;1;2;1;2;3;4;3;1;1;3;2;1;3;3;4;2;3;0;0;6;10;0;0;1;6;0;0;0;0;4;0;0;5;2;0;0;0;6;0;10;2;1;7;2;1;1;2;1;2;52;3;99999998;33;23;1;4;52;3;15;1;7;0.578910776;0.633488951;0.521986728;0.438702161;0.601026831
12215;20210613.55918.211;99999998;99999998; ;1989;1;4;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ;99; ; ; ; ; ; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;9;9;9;1;6;6;1;1;8;8;8;8;8;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;1;8;8;8;8;8;8;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;4;1;4;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;1;98;16;1;1; ;2;99999998;32;3;99999998;33;10;1;1;99999998;99999998;98;8;8;0.489819135;0.469806255;0.495699588;0.595264139;0.426220799
13716;20210613.59984.211;99999998;99999998; ;1986;1;3;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;22;29; ; ; ; ;Einseitige, unfaire Vorlage.  Weniger einschneidende aber breit Wirksame massnahme wären besser;99; ; ; ; ; ;1;3;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;6;24;90; ; ; ;Basis für Zukunft;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;3;99999998;99999998;7;30; ; ; ; ;Ist zukunftsorientiert, auch für die wirtschaft;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;7;99999998; ; ; ; ; ;99999998; ; ; ; ; ;17;40; ; ; ; ;Zu viel potential für die persönliche überwachung;99; ; ; ; ; ;7;6;3;4;7;5;7;7;6;3;4;5;4;5;6;3;6;3;2;2;6;1;2;2;6;6;1;1;3;2;2;1;1;3;1;1;2;3;2;2;3;1;1;1;2;1;2;3;3;3;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;4;4;2;1;8;7;6;4;6;6;3;8;7;4;4;3;1;7;6;5;6;7;3;4;7;4;4;2;1;9;3;1;1; ;2;99999998;51;3;99999998;32;10;1;1;99999998;99999998;7;1;2;0.075107099;0.106616235;0.087850403;0.073833605;0.06535516
13824;20210613.60254.211;99999998;99999998; ;1998;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;9;55; ; ; ; ; ; ; ;Weniger Krankheitserregende Pestizide im Wasser und in den Nahrungsmitteln!;40;70;72;25; ; ;Gesundheitsschädigende Teile der Landwirtschaft nicht Subventionieren;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;9;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;26; ; ; ; ;Sinnloses Referendum, da Bund stets in seinen demokratisch legitimierten Grenzen (Epidemiengesetz von 2012) gehandelt hat.;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;37; ; ; ; ;Wenn wir nicht vorwärts machen mit dem Klimaschutz ist es bald zu spät.;25;37; ; ; ; ;Klimaschutz braucht mehr als nur Worte, auch Taten, und diese Kosten halt was.;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;31;40;44;41;29; ;Diese Initiative verstösst gegen die Gewaltenteilung und begünstigt polizeiliche Willkür.;99; ; ; ; ; ;8;4;6;6;2;10;8;9;3;10;2;9;10;6;10;0;1;1;3;6;2;1;1;2;6;1;1;2;1;1;1;3;4;4;1;2;1;2;2;3;3;3;1;1;1;1;1;4;4;4;1;1;1;1;1;4;4;4;1;1;2;3;2;1;3;1;1;1;3;1;1;4;3;2;4;3;0;4;7;5;0;0;0;9;0;7;1;0;0;7;5;1;4;0;0;0;7;0;7;2;1;10;2;1;1;1;1;1;52;6;4;99999998;10;99999998;4;52;3;13;1;2;0.434489805;0.475452354;0.391766609;0.329259057;0.291449651
16207;20210613.66695.211;99999998;99999998; ;1973;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ;unsinnig;99; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;24; ; ; ;diese abstimmung geht in richtung diktatur und der bundesrat soll dem volk dienen und nicht umgekehrt!;99; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;31;44; ; ; ; ;einen polizeistaat kann ich nicht unterstützen und es sollten andere prioritätet gesetzt werden;99; ; ; ; ; ;3;1;2;0;2;7;4;4;5;2;5;2;3;5;0;6;5;4;5;2;9;3;5;5;3;4;1;1;2;3;3;1;2;2;8;8;3;3;2;2;2;4;1;1;4;4;4;1;1;1;1;1;4;4;4;1;8;2;1;1;3;4;3;1;2;1;1;1;3;1;1;4;4;4;1;3;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;0;3;0;0;0;0;0;1;1;1;7;16;1;1; ;2;99999998;33;3;99999998;98;10;8;3;99999998;99999998;11;1;1;0.548778047;0.526356242;0.555366323;0.666915333;0.47752446
16106;20210613.66446.211;99999998;99999998; ;1993;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;98;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;18; ; ; ; ; ;Unterstützung der Bauern;57; ; ; ; ;Der Import würde grösser werden, das heisst auch die CO2 Abgabe;2;99999998;4;99999998;98;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;60;100; ; ; ; ; ;Unterstützung der Bauern;39; ; ; ; ;Der Import würde grösser werden, das heisst mehr CO2 Abgabe;2;99999998;4;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ;22; ; ; ;Um ein Statement zu setzen. Nicht zufrieden mit den Massnahmen der Regierung;99; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;32; ; ; ;Will nicht mehr fürs Benzin zahlen;12;30; ; ; ;Es gibt andere Orte wo man eher wegen den Abgaben schauen muss (Industrie);1;4;99999998;99999998;98;40;33; ; ; ;Die Polizei soll uns besser schützen können;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;2;7;0;0;5;2;0;0;5;10;5;5;8;0;98;8;4;5;4;2;1;4;3;5;3;1;2;1;4;4;1;1;1;1;1;2;3;3;1;1;1;1;2;3;3;3;1;1;1;1;1;4;1;3;1;1;1;1;2;1;1;1;3;3;3;1;3;3;3;1;4;4;4;1;1;0;0;0;10;0;0;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;10;2;1;10;1;1;1;1;1;2;32;3;99999998;33;22;1;2;32;3;8;2;1;0.406733362;0.390115175;0.411616341;0.494292213;0.547781001
