CODERESP;SECURITYID;CONTROL1;CONTROL3;CONTROL3@;BIRTHYEARR;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON1ACC1_08;REASON1ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON1ACC2_05;REASON1ACC2_06;REASON1ACC2_07;REASON1ACC2_08;REASON1ACC2_09;REASON1ACC2_10;REASON1ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON2ACC2_06;REASON2ACC2_07;REASON2ACC2_08;REASON2ACC2_09;REASON2ACC2_10;REASON2ACC2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON1DEN2_07;REASON1DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON1ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON1ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON2ACC4_05;REASON2ACC4_06;REASON2ACC4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON1DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4;VOTE5;VOTE5A;VOTE5B;VOTE5C;IMPORTANCE5;REASON1ACC5_01;REASON1ACC5_02;REASON1ACC5_03;REASON1ACC5_04;REASON1ACC5_05;REASON1ACC5;REASON2ACC5_01;REASON2ACC5_02;REASON2ACC5_03;REASON2ACC5_04;REASON2ACC5_05;REASON2ACC5;REASON1DEN5_01;REASON1DEN5_02;REASON1DEN5_03;REASON1DEN5_04;REASON1DEN5_05;REASON1DEN5_06;REASON1DEN5;REASON2DEN5_01;REASON2DEN5_02;REASON2DEN5_03;REASON2DEN5_04;REASON2DEN5_05;REASON2DEN5;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_31;TRUST_32;TRUST_33;TRUST_34;LRSP;VALUE3;VALUE5;VALUE6;VALUE7;VALUE8;VALUE10;VALUE16;VALUE11;VALUE15;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;DIFFICUL5;DECTIME5;ARGU5_1;ARGU5_2;ARGU5_3;ARGU5_4;ARGU5_5;ARGU5_6;COVID1A;COVID1B;COVID1C;COVID1D;COVID1E;COVID2;COVID3_1;COVID3_2;COVID4_1;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;GEWVORL5
15053;20210613.63593.211;99999998;99999998; ;1957;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;15; ; ; ; ; ;Vorlage war zu extrem;99; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ;zu extrem;98; ; ; ; ; ;2;99999998;4;99999998;9;99999998; ; ; ; ; ;99999998; ; ; ; ;24; ; ; ;zu viel Macht für unsere Regierung.;99; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;36; ; ; ;zu hohe Kosten;99; ; ; ; ; ;1;2;99999998;99999998;10;22; ; ; ; ;Die Polizei braucht Gesetzliche Grundlagen.;33; ; ; ; ;Schutz der Bevölkerung;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;6;3;5;4;6;6;3;3;3;6;7;98;9;4;0;5;2;6;2;1;3;2;2;5;1;1;2;1;4;2;1;2;3;1;2;3;2;1;1;1;1;1;1;4;4;3;1;1;1;1;1;4;4;4;1;1;1;2;2;1;1;1;2;3;4;1;1;1;1;1;4;4;4;4;3;10;10;10;0;5;3;2;10;5;7;2;5;5;5;3;5;3;3;3;2;5;3;0;2;1;98;99999998;9;8; ;8;99999998;51;1;99999998;11;10;1;1;99999998;99999998;7;1;2;0.380287823;0.36475014;0.384853314;0.462153655;0.512164636
15784;20210613.65555.211;99999998;99999998; ;1959;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;10;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;8;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;12; ; ; ;Die Vorlage war nicht korrekt.;99; ; ; ;2;99999998;8;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;44; ; ; ;Die Vorlage hatte nichts mit Klimaschutz zu tun. Die Schweiz hat keinen Einfluss aufs Weltklima;37;31; ; ; ;Woher kommt unsere Energie? Lug + Trug, was die elektro Mobilität angeht. Bürokratie mit Umverteilung.!?;1;4;99999998;99999998;10;42; ; ; ; ;Es kann nicht sein, dass unsere Polizei tatenlos zusehen muss, wie Verbrechen geschehen.;41; ; ; ; ;Es hilft Verbrechen zu verhindern.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;0;5;0;4;5;5;4;6;2;5;4;3;8;4;98;6;5;6;2;3;3;2;2;6;3;1;1;4;4;3;2;3;4;8;8;8;8;8;8;8;8;2;2;3;2;2;4;4;4;1;1;4;4;4;1;8;2;1;1;1;2;1;3;4;4;1;1;1;1;1;4;2;4;4;3;6;8;10;0;0;0;1;2;0;2;0;0;0;0;2;5;0;0;0;0;5;0;98;1;1;98;99999998;1;1;5;1;6;32;3;99999998;32;21;1;2;98;7;5;3;1;0.01688844;0.018596627;0.017091191;0.020524071;0.02274504
12003;20210613.55401.211;99999998;99999998; ;1942;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;2;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;6;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;64; ; ; ; ; ; ;Dass dann alle Pestizide verboten sind;51; ; ; ; ;Da die Biobauern schon jetzt alles daran setzen, wo möglich ohne Pestizide auszukommen.;1;4;99999998;99999998;9;18;33; ; ; ;Dass die Pandemie möglichst bald bezwungen wird;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;36; ; ; ;Dass wir wieder einige Mehrkosten haben werden;99; ; ; ; ; ;2;99999998;4;99999998;9;99999998; ; ; ; ; ;99999998; ; ; ; ; ;44; ; ; ; ; ;Dass unbescholtene Bürger ins Visier der Polizei kommen kann;99; ; ; ; ; ;9;8;5;5;5;9;8;10;5;8;8;8;9;5;9;5;2;3;6;3;4;5;4;6;5;5;2;2;1;1;3;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;1;4;4;2;2;2;2;1;2;3;4;1;1;1;2;3;2;1;1;1;1;1;1;1;1;3;2;3;4;3;2;8;5;6;4;2;1;6;2;6;0;0;0;3;2;0;0;0;0;0;2;0;6;4;1;10;2;1;2; ;2;99999998;21;7;3;33;22;3;2;32;7;6;1;2;1.550327504;1.486984697;1.813369143;1.884071691;1.349032286
12141;20210613.55732.211;99999998;99999998; ;1950;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10;80;42; ; ; ; ; ; ;um unserem Nachkommen sauberes Wasser zu erhalten;98; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;50;54;56; ; ; ; ; ; ; ;weniger Baelastung von Boden und Wasser;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;40; ; ; ; ;unsere Umelt muss geschütz werden.;23; ; ; ; ; ;Klimaziele müssen erreicht werden;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;8;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ;9;8;5;5;4;9;5;8;4;10;5;8;10;5;8;98;3;1;3;4;8;1;2;4;6;9;1;1;2;2;1;2;3;3;8;8;1;2;1;2;3;8;1;1;2;1;1;3;2;8;1;1;3;1;2;3;4;2;8;8;8;8;8;8;8;8;1;1;2;1;1;4;4;3;3;2;8;6;8;0;0;0;0;0;0;6;0;0;0;0;0;98;98;98;98;98;5;5;98;4;1;10;2;1;1; ;2;99999998;33;7;3;98;22;2;2;33;7;98;1;1;0.421957248;0.46173826;0.380466373;0.319761808;0.283042988
17222;20210613.69415.211;99999998;99999998; ;1979;2;8;1;8;8;8;8;8;8;8;8;8;8;8;99;2;99999998;8;99999998;7;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;63; ; ; ; ; ;War zu viel verlangt worden von den Bauern.;24; ; ; ; ;Zu strenge Auflagen.;2;99999998;8;99999998;7;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;17;63; ; ; ; ; ;Zu strenge Auflagen. Zu viel verlangt.;99; ; ; ; ; ;1;4;99999998;99999998;7;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;7;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;42; ; ; ;Dieses Gesetz würde keine Verbesserung des ursprünglichen Problems sein.;99; ; ; ; ; ;1;4;99999998;99999998;8;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;98;98;98;98;98;8;98;98;98;98;8;6;98;8;6;98;98;3;4;1;9;9;4;4;6;2;8;3;3;3;3;1;1;8;8;3;8;3;2;2;2;1;1;2;2;1;1;2;4;3;1;1;3;2;3;1;2;1;1;1;1;2;1;8;3;3;8;8;8;8;8;4;3;4;3;2;98;0;2;10;98;0;0;1;0;0;98;0;0;0;0;98;98;98;98;98;98;98;7;4;1;10;1;1;1;2;1;2;32;3;99999998;33;23;2;2;32;3;98;1;8;0.404086843;0.387576787;0.472647625;0.49107597;0.544216718
13640;20210613.59768.211;99999998;99999998; ;1997;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;3;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ;99; ; ; ; ; ; ; ; ;2;99999998;8;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;2;99999998;8;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;9;98;5;4;4;10;5;98;98;4;5;10;6;8;9;98;5;8;8;3;3;2;8;1;3;8;2;3;8;2;8;8;8;4;1;8;8;8;8;8;8;8;1;3;8;8;2;4;3;3;8;8;4;8;8;8;8;8;8;8;8;8;8;8;8;8;1;1;3;1;1;3;1;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;10;10;5;10;0;5;0;98;8;1;10;16;1;1; ;2;99999998;52;3;99999998;33;10;1;1;99999998;99999998;5;2;8;0.018569974;0.018557232;0.017054986;0.020480593;0.014664506
11067;20210613.52927.211;99999998;99999998; ;1946;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;2;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;12; ; ; ; ; ;Unnötig;99; ; ; ; ; ;2;99999998;4;99999998;2;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ;unnötig;99; ; ; ; ; ;1;4;99999998;99999998;9;24; ; ; ; ;Pandemie, Eindämmung;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;4;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;12; ; ; ;keine Strategie;98; ; ; ; ; ;1;4;99999998;99999998;9;33; ; ; ; ;Schutz der Gesellschaft;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;9;9;3;4;98;10;9;4;4;4;3;9;10;9;10;98;5;3;5;3;4;4;4;4;4;4;1;1;3;3;4;2;3;3;1;1;8;8;8;8;8;1;1;1;2;2;2;3;3;3;1;1;3;2;8;2;3;2;1;1;2;2;2;3;4;3;1;1;1;1;1;3;2;4;4;2;7;7;7;98;98;98;98;98;98;98;98;98;98;98;98;0;0;0;0;3;9;2;9;3;1;10;3;2;2;9;1;9;51;7;3;32;10;2;2;31;3;98;1;2;0.401603765;0.385195161;0.469743247;0.488058351;0.540872554
13352;20210613.58966.211;99999998;99999998; ;1980;1;2;2;0;0;0;0;0;0;0;1;0;0;0;9;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;7;8;7;7;4;9;8;6;98;5;5;8;8;9;7;98;4;2;4;2;4;3;3;2;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;9;1;2; ;2;99999998;52;3;99999998;33;10;1;1;99999998;99999998;9;1;1;2.866758221;2.869611416;2.874640062;2.869571823;2.881273651
14992;20210613.63427.211;99999998;99999998; ;1946;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;1;1;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;1;99999998;7;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;7;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;7;4;8;7;10;5;6;5;4;5;10;5;8;8;98;7;2;6;2;3;6;3;3;1;3;1;2;3;2;1;1;2;2;1;2;2;3;2;2;1;2;1;1;1;1;1;3;3;3;1;1;3;3;3;1;1;1;1;1;1;1;1;4;3;3;1;1;3;3;3;4;1;3;4;3;3;0;2;0;0;2;1;4;4;3;0;4;0;0;2;8;8;8;8;2;7;3;98;4;2;3;1;1;1; ;2;99999998;32;7;1;11;10;1;8;99999998;99999998;2;3;1;0.638447343;0.472055638;0.57566909;0.598114201;0.662837866
11721;20210613.54653.211;99999998;99999998; ;1939;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;3;99999998;99999998;8;98;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;98;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;9;7;8;7;5;8;8;5;5;6;5;8;8;9;10;7;5;3;3;9;9;4;8;5;6;3;8;8;2;2;3;2;2;2;8;8;2;2;2;2;2;2;8;8;2;2;1;2;3;3;8;8;4;3;3;2;3;2;8;8;1;2;3;2;2;3;2;2;2;2;2;4;2;4;2;3;8;4;4;2;2;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;5;0;5;5;1;5;2;1;1;1;1;2;22;7;7;99999998;10;99999998;8;99999998;99999998;4;2;2;0.466160617;0.465840756;0.465277464;0.46584559;0.464534049
13720;20210613.59995.211;99999998;99999998; ;1941;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998;8;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;23;12; ; ; ; ;Die bestehen den Gesetze müssen besser umgesetzt werde;99; ; ; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;60;69; ; ; ; ; ;Unsere Bauern gehen meist gewissnhaft mit Pestiziden um, importierte Ware oft nicht;99; ; ; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ;24;101; ; ;Es gibt gute Pandemiegesetze, es braucht keine weiteren Vollmachten für die Regierung;12; ; ;Mehr als 1 Jahr und abe unit zu vielen Einschränkungen sind kein Grund und strengere Gesetze einzugreifen;2;99999998;4;99999998;8;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;56; ; ; ;Es triftt wie so oft die 'kleinen';30;39; ; ; ;Die Industrie sollte viel Veranderung übernehmen und greiwillig zeigen;2;99999998;4;99999998;9;99999998; ; ; ; ; ;99999998; ; ; ; ; ;41;40;44; ; ; ;Willkur überreaktionen der Polizei etc;99; ; ; ; ; ;98;6;98;4;4;6;6;6;5;5;5;4;5;5;2;3;5;2;4;5;3;4;3;5;6;9;1;2;2;4;3;2;3;2;1;1;1;2;3;2;2;3;1;1;4;3;4;2;2;2;1;2;3;2;4;3;4;2;1;1;8;2;4;2;2;4;1;2;1;1;1;2;4;4;2;3;5;5;2;6;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;10;3;2;2;1;1;6;52;7;3;33;22;1;2;60;7;7;2;2;0.850540514;0.81578939;0.860751555;1.033639216;0.740105953
10766;20210613.52102.211;99999998;99999998; ;1952;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10;42; ; ; ; ; ; ; ;Sauberes Wasser ist Lebensgrundlage;98; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;82; ; ; ; ; ; ; ; ; ;Wenn wir jetzt nicht handeln -> später grosse Probleme + Sanierungskosten;62; ; ; ; ; ; ; ; ; ;Es geht ohne -> siehe Projekte von Biovision;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;23;24; ; ; ;In einer Krise muss bundesweit entschieden und gehandelt werden können;24;21; ; ;Kein 'Kantönlisalat';99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;41;46; ; ; ;Saubere Luft ist Lebensgrundlage, CO2 Ausstoss reduzieren;43; ; ; ; ; ;ir leben über unsere Verhältnisse --> Klimaerwärmung;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;8;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ;7;7;98;98;3;8;7;8;3;9;3;8;8;4;8;98;2;1;2;6;3;3;2;4;6;4;1;1;2;2;2;4;4;3;8;8;8;8;8;8;8;8;1;1;1;2;1;4;4;3;1;1;1;1;1;3;4;3;1;1;3;3;4;1;2;1;1;1;3;1;1;3;8;3;3;2;6;6;6;8;2;98;2;98;0;2;0;0;0;98;0;5;98;1;1;1;8;98;8;3;2;8;2;1;1;2;1;4;60;7;3;32;21;2;1;99999998;99999998;4;1;2;0.263242061;0.288059826;0.237357582;0.199486459;0.176579073
16809;20210613.68285.211;99999998;99999998; ;1976;2;1;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;9;50;58;18; ; ; ; ; ;Mir ist die Natur und Umwelt sehr wichtig. Auch wenn die Vorlage besser hätte formuliert werden können, war es mir wichtig JA zu stimmen. Ich finde, dass wir alles daran setzen müssen die Natur zu schützen. Ein Raubbau oder eine Übernutzung fällt am Schlu;58;50;53; ; ; ;Ich nehme prinzipiell alle Vorlagen an, die mehr Schutz für die Natur, Umwelt, Biodiversität etc. versprechen.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;9;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;7;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;43; ; ; ; ;Ich finde, wir müssen alles daran setzen die Klimaerwärmung abzumildern!;43;12;45; ; ; ;Die Vorlage ging mir eigentlich noch zu wenig weit. Wir sind viel zu spät dran die Klimaerwärmung zu bremsen.;99999998; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;5;5;4;4;8;7;5;4;8;4;7;10;7;8;0;2;1;3;5;3;3;1;4;4;1;1;1;1;2;1;2;3;2;1;1;1;2;1;3;4;3;1;1;1;1;1;4;4;4;1;1;1;1;1;4;4;4;1;3;2;2;2;3;3;3;1;1;3;1;8;8;3;3;3;2;8;0;6;8;7;3;1;1;1;0;0;0;0;1;6;3;3;3;1;1;6;3;8;2;1;10;5;1;1; ;2;99999998;52;1;99999998;12;21;1;2;52;3;8;1;2;0.963866121;1.054736866;0.869089578;0.730423697;1.000688574
13285;20210613.58777.211;99999998;99999998; ;1949;2;2;1;8;8;8;8;8;8;8;8;8;8;8;19;1;4;99999998;99999998;10;100; ; ; ; ; ; ; ;Alle Menschen sollen profitieren können;98; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;10;98; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;6;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;10;33; ; ; ; ;Schutz für die Bevölkerung;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;98;8;5;3;8;98;4;6;4;4;5;10;5;10;8;0;5;3;5;1;1;6;5;4;5;2;1;1;2;3;3;2;2;2;1;1;2;2;2;2;3;8;1;1;1;1;1;4;4;4;1;1;3;2;2;2;3;3;1;1;1;2;1;1;4;3;1;1;1;1;1;4;1;4;4;2;3;8;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;4;1;10;19;1;1;2;1;4;32;7;3;33;10;2;1;99999998;99999998;12;1;1;0.707915701;0.5234192;0.638306654;0.663193979;0.734960114
